FIPS_Code,State,Area_name,City/Suburb/Town/Rural,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009
12005,FL,"Bay County, FL",City,"72,654","69,241","3,413",4.7,"73,037","69,334","3,703",5.1,"73,772","69,972","3,800",5.2,"75,239","71,768","3,471",4.6,"78,122","75,240","2,882",3.7,"81,803","79,548","2,255",2.8,"85,111","83,085","2,026",2.4,"86,338","83,727","2,611",3.0,"88,132","83,615","4,517",5.1,"87,890","80,463","7,427",8.5
12009,FL,"Brevard County, FL",City,"234,063","225,478","8,585",3.7,"238,184","227,816","10,368",4.4,"236,938","224,703","12,235",5.2,"239,876","228,900","10,976",4.6,"247,146","237,869","9,277",3.8,"258,490","251,204","7,286",2.8,"263,548","256,963","6,585",2.5,"264,160","254,689","9,471",3.6,"266,986","250,711","16,275",6.1,"263,752","238,302","25,450",9.6
12015,FL,"Charlotte County, FL",City,"55,649","53,565","2,084",3.7,"56,470","54,012","2,458",4.4,"59,365","56,333","3,032",5.1,"59,262","56,449","2,813",4.7,"60,863","58,148","2,715",4.5,"65,537","63,490","2,047",3.1,"68,977","67,208","1,769",2.6,"69,354","66,422","2,932",4.2,"68,940","63,722","5,218",7.6,"67,995","60,508","7,487",11.0
12017,FL,"Citrus County, FL",City,"44,138","42,052","2,086",4.7,"44,859","42,331","2,528",5.6,"46,008","43,237","2,771",6.0,"46,719","44,169","2,550",5.5,"47,716","45,536","2,180",4.6,"50,865","49,173","1,692",3.3,"54,053","52,470","1,583",2.9,"55,226","52,919","2,307",4.2,"56,134","51,883","4,251",7.6,"56,040","49,750","6,290",11.2
12021,FL,"Collier County, FL",City,"117,136","112,737","4,399",3.8,"124,949","119,857","5,092",4.1,"129,023","123,062","5,961",4.6,"131,955","126,222","5,733",4.3,"137,743","132,876","4,867",3.5,"144,103","140,216","3,887",2.7,"151,335","147,721","3,614",2.4,"151,003","145,515","5,488",3.6,"147,300","137,802","9,498",6.4,"141,675","127,073","14,602",10.3
12033,FL,"Escambia County, FL",City,"133,669","128,223","5,446",4.1,"132,337","125,878","6,459",4.9,"129,306","123,081","6,225",4.8,"130,046","124,382","5,664",4.4,"130,745","125,536","5,209",4.0,"134,594","130,559","4,035",3.0,"137,173","133,859","3,314",2.4,"140,062","135,527","4,535",3.2,"137,128","129,477","7,651",5.6,"135,551","123,155","12,396",9.1
12035,FL,"Flagler County, FL",City,"21,195","20,427",768,3.6,"22,283","21,264","1,019",4.6,"23,476","22,218","1,258",5.4,"24,670","23,439","1,231",5.0,"27,089","25,914","1,175",4.3,"29,705","28,695","1,010",3.4,"30,391","29,338","1,053",3.5,"30,608","28,954","1,654",5.4,"31,611","28,765","2,846",9.0,"32,247","27,830","4,417",13.7
12039,FL,"Gadsden County, FL",City,"20,131","19,317",814,4.0,"20,389","19,419",970,4.8,"19,912","18,914",998,5.0,"19,546","18,659",887,4.5,"19,801","19,022",779,3.9,"20,323","19,710",613,3.0,"20,856","20,305",551,2.6,"20,643","19,899",744,3.6,"20,971","19,781","1,190",5.7,"21,030","19,092","1,938",9.2
12041,FL,"Gilchrist County, FL",City,"6,487","6,252",235,3.6,"6,622","6,336",286,4.3,"6,702","6,407",295,4.4,"6,925","6,659",266,3.8,"7,080","6,847",233,3.3,"7,441","7,258",183,2.5,"7,675","7,506",169,2.2,"7,574","7,335",239,3.2,"7,781","7,372",409,5.3,"7,633","6,973",660,8.6
12045,FL,"Gulf County, FL",City,"5,295","4,972",323,6.1,"5,366","5,060",306,5.7,"5,479","5,208",271,4.9,"5,789","5,549",240,4.1,"5,919","5,728",191,3.2,"6,277","6,115",162,2.6,"6,371","6,221",150,2.4,"6,237","6,041",196,3.1,"6,326","5,956",370,5.8,"6,294","5,737",557,8.8
12055,FL,"Highlands County, FL",City,"33,472","31,852","1,620",4.8,"34,685","32,904","1,781",5.1,"36,078","34,079","1,999",5.5,"37,544","35,691","1,853",4.9,"37,359","35,723","1,636",4.4,"39,628","38,327","1,301",3.3,"40,435","39,275","1,160",2.9,"39,968","38,371","1,597",4.0,"40,633","37,913","2,720",6.7,"40,018","36,011","4,007",10.0
12061,FL,"Indian River County, FL",City,"51,517","48,860","2,657",5.2,"53,035","49,955","3,080",5.8,"53,626","50,094","3,532",6.6,"55,477","52,130","3,347",6.0,"55,430","52,264","3,166",5.7,"58,884","56,691","2,193",3.7,"61,098","59,169","1,929",3.2,"62,191","59,292","2,899",4.7,"62,413","57,741","4,672",7.5,"61,483","54,107","7,376",12.0
12065,FL,"Jefferson County, FL",City,"6,120","5,893",227,3.7,"6,351","6,072",279,4.4,"6,387","6,124",263,4.1,"6,456","6,210",246,3.8,"6,579","6,377",202,3.1,"6,770","6,605",165,2.4,"7,017","6,863",154,2.2,"6,720","6,534",186,2.8,"6,807","6,490",317,4.7,"6,515","6,024",491,7.5
12071,FL,"Lee County, FL",City,"209,581","202,746","6,835",3.3,"220,981","212,798","8,183",3.7,"227,734","217,744","9,990",4.4,"235,628","226,074","9,554",4.1,"249,838","241,402","8,436",3.4,"270,977","264,219","6,758",2.5,"285,160","278,800","6,360",2.2,"288,940","277,702","11,238",3.9,"283,660","262,190","21,470",7.6,"275,235","243,832","31,403",11.4
12073,FL,"Leon County, FL",City,"136,017","131,829","4,188",3.1,"135,255","130,490","4,765",3.5,"132,872","127,660","5,212",3.9,"133,006","128,248","4,758",3.6,"132,912","128,757","4,155",3.1,"136,832","133,491","3,341",2.4,"139,657","136,735","2,922",2.1,"144,350","140,652","3,698",2.6,"146,511","140,351","6,160",4.2,"146,115","136,571","9,544",6.5
12081,FL,"Manatee County, FL",City,"124,326","120,333","3,993",3.2,"126,519","121,422","5,097",4.0,"132,338","126,298","6,040",4.6,"134,860","129,270","5,590",4.1,"141,406","136,480","4,926",3.5,"143,590","139,725","3,865",2.7,"148,120","144,659","3,461",2.3,"146,713","141,707","5,006",3.4,"143,216","133,917","9,299",6.5,"140,663","125,543","15,120",10.7
12083,FL,"Marion County, FL",City,"110,190","105,689","4,501",4.1,"110,461","105,008","5,453",4.9,"111,117","105,192","5,925",5.3,"113,239","107,867","5,372",4.7,"118,625","113,984","4,641",3.9,"126,859","123,126","3,733",2.9,"133,079","129,586","3,493",2.6,"136,346","131,155","5,191",3.8,"137,240","127,207","10,033",7.3,"133,492","117,671","15,821",11.9
12085,FL,"Martin County, FL",City,"56,861","54,468","2,393",4.2,"58,806","55,895","2,911",5.0,"59,381","56,288","3,093",5.2,"60,543","57,652","2,891",4.8,"61,579","58,991","2,588",4.2,"64,118","62,142","1,976",3.1,"64,702","62,970","1,732",2.7,"64,540","62,200","2,340",3.6,"63,211","59,118","4,093",6.5,"62,196","55,865","6,331",10.2
12091,FL,"Okaloosa County, FL",City,"81,126","78,110","3,016",3.7,"83,491","80,165","3,326",4.0,"85,470","82,163","3,307",3.9,"88,074","85,219","2,855",3.2,"92,454","89,923","2,531",2.7,"96,029","93,935","2,094",2.2,"98,167","96,362","1,805",1.8,"97,182","94,772","2,410",2.5,"96,383","92,255","4,128",4.3,"95,578","89,244","6,334",6.6
12105,FL,"Polk County, FL",City,"233,350","223,624","9,726",4.2,"238,703","226,747","11,956",5.0,"236,806","224,401","12,405",5.2,"237,450","225,828","11,622",4.9,"246,790","236,571","10,219",4.1,"255,976","247,909","8,067",3.2,"261,959","254,632","7,327",2.8,"266,472","256,508","9,964",3.7,"271,499","254,459","17,040",6.3,"269,910","241,636","28,274",10.5
12111,FL,"St. Lucie County, FL",City,"88,254","83,132","5,122",5.8,"91,684","85,960","5,724",6.2,"94,097","87,935","6,162",6.5,"97,300","91,627","5,673",5.8,"103,020","97,567","5,453",5.3,"111,799","107,613","4,186",3.7,"118,283","114,483","3,800",3.2,"122,774","116,935","5,839",4.8,"123,358","113,341","10,017",8.1,"121,977","106,794","15,183",12.4
12113,FL,"Santa Rosa County, FL",City,"55,471","53,327","2,144",3.9,"56,013","53,483","2,530",4.5,"57,103","54,422","2,681",4.7,"59,500","57,107","2,393",4.0,"62,652","60,369","2,283",3.6,"66,950","65,064","1,886",2.8,"69,289","67,695","1,594",2.3,"69,313","67,217","2,096",3.0,"69,942","66,281","3,661",5.2,"69,504","63,677","5,827",8.4
12115,FL,"Sarasota County, FL",City,"150,154","145,304","4,850",3.2,"151,705","145,811","5,894",3.9,"157,272","150,353","6,919",4.4,"159,493","153,065","6,428",4.0,"166,600","160,930","5,670",3.4,"168,124","163,661","4,463",2.7,"171,517","167,400","4,117",2.4,"170,519","164,161","6,358",3.7,"165,899","154,806","11,093",6.7,"159,852","143,057","16,795",10.5
12119,FL,"Sumter County, FL",City,"17,077","16,335",742,4.3,"17,562","16,615",947,5.4,"18,543","17,562",981,5.3,"19,303","18,421",882,4.6,"20,862","20,066",796,3.8,"25,379","24,709",670,2.6,"29,569","28,938",631,2.1,"31,366","30,459",907,2.9,"30,750","29,141","1,609",5.2,"31,550","28,884","2,666",8.5
12127,FL,"Volusia County, FL",City,"211,550","204,337","7,213",3.4,"216,856","207,656","9,200",4.2,"219,763","208,748","11,015",5.0,"224,746","214,507","10,239",4.6,"232,228","223,277","8,951",3.9,"242,819","235,845","6,974",2.9,"248,128","241,900","6,228",2.5,"251,049","242,458","8,591",3.4,"252,800","237,272","15,528",6.1,"249,544","224,533","25,011",10.0
12129,FL,"Wakulla County, FL",City,"11,800","11,418",382,3.2,"12,376","11,936",440,3.6,"12,677","12,188",489,3.9,"13,009","12,535",474,3.6,"13,443","13,051",392,2.9,"14,321","14,011",310,2.2,"15,359","15,068",291,1.9,"15,057","14,685",372,2.5,"15,840","15,176",664,4.2,"16,590","15,525","1,065",6.4
12131,FL,"Walton County, FL",City,"19,592","18,906",686,3.5,"20,868","20,074",794,3.8,"21,488","20,618",870,4.0,"22,576","21,828",748,3.3,"24,277","23,574",703,2.9,"27,792","27,200",592,2.1,"30,960","30,444",516,1.7,"31,158","30,451",707,2.3,"30,979","29,680","1,299",4.2,"30,556","28,417","2,139",7.0
13007,GA,"Baker County, GA",City,"1,735","1,661",74,4.3,"1,722","1,637",85,4.9,"1,693","1,604",89,5.3,"1,859","1,763",96,5.2,"1,803","1,717",86,4.8,"1,796","1,695",101,5.6,"1,783","1,686",97,5.4,"1,655","1,565",90,5.4,"1,672","1,556",116,6.9,"1,586","1,432",154,9.7
13021,GA,"Bibb County, GA",City,"69,989","66,992","2,997",4.3,"69,165","66,073","3,092",4.5,"70,684","66,904","3,780",5.3,"72,297","68,561","3,736",5.2,"72,766","68,802","3,964",5.4,"73,053","68,574","4,479",6.1,"73,499","68,984","4,515",6.1,"73,750","69,582","4,168",5.7,"75,452","70,173","5,279",7.0,"74,697","67,084","7,613",10.2
13025,GA,"Brantley County, GA",City,"6,754","6,472",282,4.2,"6,808","6,480",328,4.8,"7,043","6,638",405,5.8,"7,230","6,813",417,5.8,"7,352","6,957",395,5.4,"7,578","7,139",439,5.8,"7,655","7,268",387,5.1,"7,550","7,182",368,4.9,"7,653","7,123",530,6.9,"7,557","6,694",863,11.4
13027,GA,"Brooks County, GA",City,"7,521","7,177",344,4.6,"7,557","7,197",360,4.8,"7,867","7,481",386,4.9,"8,025","7,735",290,3.6,"8,074","7,769",305,3.8,"8,304","7,923",381,4.6,"8,526","8,148",378,4.4,"8,396","8,005",391,4.7,"8,374","7,857",517,6.2,"8,023","7,302",721,9.0
13029,GA,"Bryan County, GA",City,"11,543","11,184",359,3.1,"11,885","11,512",373,3.1,"12,575","12,090",485,3.9,"13,230","12,721",509,3.8,"14,359","13,809",550,3.8,"15,304","14,656",648,4.2,"16,103","15,490",613,3.8,"16,587","15,969",618,3.7,"17,021","16,113",908,5.3,"16,978","15,583","1,395",8.2
13033,GA,"Burke County, GA",City,"9,131","8,673",458,5.0,"9,345","8,767",578,6.2,"9,607","8,914",693,7.2,"10,032","9,148",884,8.8,"10,041","9,308",733,7.3,"10,120","9,304",816,8.1,"9,885","9,172",713,7.2,"9,994","9,159",835,8.4,"9,991","9,053",938,9.4,"9,960","8,721","1,239",12.4
13047,GA,"Catoosa County, GA",City,"29,536","28,749",787,2.7,"30,171","29,266",905,3.0,"31,577","30,439","1,138",3.6,"32,978","31,809","1,169",3.5,"33,980","32,696","1,284",3.8,"34,881","33,257","1,624",4.7,"36,037","34,539","1,498",4.2,"35,382","33,996","1,386",3.9,"35,626","33,650","1,976",5.5,"34,615","31,548","3,067",8.9
13051,GA,"Chatham County, GA",City,"111,047","107,100","3,947",3.6,"111,464","107,406","4,058",3.6,"115,213","109,960","5,253",4.6,"116,658","111,300","5,358",4.6,"121,735","116,194","5,541",4.6,"124,826","118,711","6,115",4.9,"127,963","122,335","5,628",4.4,"133,454","127,715","5,739",4.3,"134,094","125,887","8,207",6.1,"131,201","119,302","11,899",9.1
13053,GA,"Chattahoochee County, GA",City,"2,619","2,406",213,8.1,"2,601","2,404",197,7.6,"2,679","2,433",246,9.2,"2,767","2,526",241,8.7,"2,777","2,511",266,9.6,"2,673","2,372",301,11.3,"2,520","2,257",263,10.4,"1,709","1,535",174,10.2,"2,563","2,226",337,13.1,"2,630","2,222",408,15.5
13059,GA,"Clarke County, GA",City,"53,962","52,126","1,836",3.4,"54,547","52,465","2,082",3.8,"55,778","53,420","2,358",4.2,"57,356","55,057","2,299",4.0,"57,996","55,464","2,532",4.4,"59,182","56,350","2,832",4.8,"62,613","59,713","2,900",4.6,"64,284","61,583","2,701",4.2,"65,879","62,243","3,636",5.5,"64,063","58,954","5,109",8.0
13073,GA,"Columbia County, GA",City,"46,982","45,623","1,359",2.9,"47,795","46,335","1,460",3.1,"50,342","48,403","1,939",3.9,"52,634","50,655","1,979",3.8,"55,131","52,858","2,273",4.1,"56,945","54,136","2,809",4.9,"58,269","55,693","2,576",4.4,"59,806","57,347","2,459",4.1,"60,657","57,530","3,127",5.2,"60,839","56,425","4,414",7.3
13079,GA,"Crawford County, GA",City,"5,841","5,610",231,4.0,"5,811","5,561",250,4.3,"5,945","5,641",304,5.1,"6,123","5,812",311,5.1,"6,238","5,916",322,5.2,"6,288","5,892",396,6.3,"6,249","5,905",344,5.5,"6,118","5,806",312,5.1,"6,256","5,848",408,6.5,"6,082","5,441",641,10.5
13083,GA,"Dade County, GA",City,"7,668","7,439",229,3.0,"7,832","7,552",280,3.6,"8,130","7,733",397,4.9,"8,320","7,940",380,4.6,"8,344","7,977",367,4.4,"8,452","8,018",434,5.1,"8,654","8,264",390,4.5,"8,424","8,037",387,4.6,"8,419","7,902",517,6.1,"8,157","7,262",895,11.0
13095,GA,"Dougherty County, GA",City,"41,285","39,144","2,141",5.2,"40,301","38,064","2,237",5.6,"40,740","38,109","2,631",6.5,"41,701","39,175","2,526",6.1,"41,293","38,641","2,652",6.4,"41,350","38,578","2,772",6.7,"41,525","38,840","2,685",6.5,"42,001","39,452","2,549",6.1,"42,176","39,002","3,174",7.5,"42,259","37,595","4,664",11.0
13101,GA,"Echols County, GA",City,"1,848","1,785",63,3.4,"1,897","1,825",72,3.8,"1,985","1,913",72,3.6,"2,120","2,051",69,3.3,"2,189","2,117",72,3.3,"2,317","2,234",83,3.6,"2,368","2,289",79,3.3,"2,244","2,170",74,3.3,"2,207","2,104",103,4.7,"2,203","2,036",167,7.6
13103,GA,"Effingham County, GA",City,"18,917","18,325",592,3.1,"19,725","19,094",631,3.2,"21,038","20,183",855,4.1,"22,115","21,188",927,4.2,"23,778","22,817",961,4.0,"25,650","24,565","1,085",4.2,"27,072","26,082",990,3.7,"28,436","27,414","1,022",3.6,"28,952","27,439","1,513",5.2,"28,604","26,131","2,473",8.6
13115,GA,"Floyd County, GA",City,"44,476","42,788","1,688",3.8,"45,143","43,092","2,051",4.5,"46,869","44,385","2,484",5.3,"49,271","46,818","2,453",5.0,"49,340","46,832","2,508",5.1,"50,264","47,487","2,777",5.5,"49,339","46,954","2,385",4.8,"49,742","47,198","2,544",5.1,"50,172","46,663","3,509",7.0,"49,588","44,106","5,482",11.1
13127,GA,"Glynn County, GA",City,"34,626","33,414","1,212",3.5,"34,730","33,430","1,300",3.7,"35,459","33,940","1,519",4.3,"36,507","34,937","1,570",4.3,"37,543","35,909","1,634",4.4,"38,994","37,126","1,868",4.8,"39,806","38,118","1,688",4.2,"40,654","39,067","1,587",3.9,"41,315","39,055","2,260",5.5,"40,424","36,839","3,585",8.9
13139,GA,"Hall County, GA",City,"73,188","71,036","2,152",2.9,"74,354","71,720","2,634",3.5,"75,862","72,433","3,429",4.5,"79,665","76,245","3,420",4.3,"80,269","76,834","3,435",4.3,"82,964","79,009","3,955",4.8,"86,447","82,894","3,553",4.1,"90,583","87,050","3,533",3.9,"92,736","87,307","5,429",5.9,"89,747","80,925","8,822",9.8
13145,GA,"Harris County, GA",City,"12,842","12,441",401,3.1,"12,998","12,539",459,3.5,"13,497","12,969",528,3.9,"14,387","13,824",563,3.9,"14,672","14,027",645,4.4,"15,308","14,619",689,4.5,"15,707","15,065",642,4.1,"16,032","15,408",624,3.9,"16,352","15,521",831,5.1,"16,398","15,148","1,250",7.6
13153,GA,"Houston County, GA",City,"53,336","51,537","1,799",3.4,"54,759","52,892","1,867",3.4,"57,021","54,702","2,319",4.1,"59,241","56,901","2,340",3.9,"60,439","57,850","2,589",4.3,"62,732","59,518","3,214",5.1,"66,067","63,047","3,020",4.6,"68,198","65,336","2,862",4.2,"69,693","65,760","3,933",5.6,"70,754","65,411","5,343",7.6
13169,GA,"Jones County, GA",City,"11,731","11,282",449,3.8,"11,782","11,359",423,3.6,"12,289","11,745",544,4.4,"12,931","12,385",546,4.2,"13,403","12,791",612,4.6,"13,694","12,986",708,5.2,"13,882","13,133",749,5.4,"14,034","13,389",645,4.6,"14,518","13,613",905,6.2,"14,324","13,037","1,287",9.0
13173,GA,"Lanier County, GA",City,"3,317","3,155",162,4.9,"3,270","3,130",140,4.3,"3,439","3,283",156,4.5,"3,651","3,513",138,3.8,"3,662","3,520",142,3.9,"3,815","3,653",162,4.2,"3,974","3,809",165,4.2,"4,044","3,881",163,4.0,"4,211","3,947",264,6.3,"4,142","3,748",394,9.5
13177,GA,"Lee County, GA",City,"13,081","12,637",444,3.4,"13,687","13,214",473,3.5,"14,290","13,738",552,3.9,"15,253","14,695",558,3.7,"15,730","15,140",590,3.8,"16,430","15,731",699,4.3,"17,248","16,568",680,3.9,"17,649","16,952",697,3.9,"17,986","17,108",878,4.9,"18,171","16,791","1,380",7.6
13179,GA,"Liberty County, GA",City,"19,522","18,503","1,019",5.2,"19,769","18,782",987,5.0,"20,456","19,194","1,262",6.2,"21,008","19,840","1,168",5.6,"22,241","20,941","1,300",5.8,"22,982","21,538","1,444",6.3,"24,013","22,513","1,500",6.2,"24,257","22,885","1,372",5.7,"25,389","23,751","1,638",6.5,"26,006","23,691","2,315",8.9
13181,GA,"Lincoln County, GA",City,"3,751","3,538",213,5.7,"3,457","3,166",291,8.4,"3,457","3,187",270,7.8,"3,502","3,228",274,7.8,"3,551","3,313",238,6.7,"3,629","3,353",276,7.6,"3,812","3,561",251,6.6,"3,838","3,598",240,6.3,"3,900","3,601",299,7.7,"3,907","3,461",446,11.4
13183,GA,"Long County, GA",City,"4,297","4,142",155,3.6,"4,523","4,376",147,3.3,"4,720","4,513",207,4.4,"4,940","4,746",194,3.9,"5,247","5,022",225,4.3,"5,759","5,511",248,4.3,"5,717","5,474",243,4.3,"5,917","5,680",237,4.0,"6,490","6,178",312,4.8,"6,649","6,193",456,6.9
13185,GA,"Lowndes County, GA",City,"43,232","41,319","1,913",4.4,"43,450","41,774","1,676",3.9,"46,101","44,223","1,878",4.1,"48,069","46,250","1,819",3.8,"48,816","46,981","1,835",3.8,"50,499","48,335","2,164",4.3,"52,047","49,871","2,176",4.2,"53,602","51,361","2,241",4.2,"54,754","51,528","3,226",5.9,"53,914","49,118","4,796",8.9
13189,GA,"McDuffie County, GA",City,"9,851","9,419",432,4.4,"9,977","9,385",592,5.9,"10,259","9,501",758,7.4,"10,431","9,733",698,6.7,"10,528","9,878",650,6.2,"10,675","9,883",792,7.4,"10,669","9,954",715,6.7,"10,600","9,874",726,6.8,"10,774","9,862",912,8.5,"10,811","9,519","1,292",12.0
13191,GA,"McIntosh County, GA",City,"4,866","4,659",207,4.3,"4,870","4,663",207,4.3,"4,896","4,635",261,5.3,"4,954","4,723",231,4.7,"5,103","4,851",252,4.9,"5,244","4,945",299,5.7,"5,285","5,038",247,4.7,"5,390","5,151",239,4.4,"5,449","5,100",349,6.4,"5,281","4,720",561,10.6
13195,GA,"Madison County, GA",City,"13,734","13,291",443,3.2,"14,021","13,461",560,4.0,"14,634","13,984",650,4.4,"15,160","14,513",647,4.3,"14,966","14,304",662,4.4,"15,499","14,765",734,4.7,"15,396","14,779",617,4.0,"15,805","15,166",639,4.0,"16,256","15,341",915,5.6,"15,790","14,346","1,444",9.1
13197,GA,"Marion County, GA",City,"3,305","3,175",130,3.9,"3,304","3,122",182,5.5,"3,294","3,128",166,5.0,"3,410","3,206",204,6.0,"3,350","3,154",196,5.9,"3,419","3,225",194,5.7,"3,387","3,222",165,4.9,"3,318","3,149",169,5.1,"3,328","3,105",223,6.7,"3,320","2,974",346,10.4
13207,GA,"Monroe County, GA",City,"11,295","10,880",415,3.7,"11,280","10,851",429,3.8,"11,791","11,218",573,4.9,"12,375","11,838",537,4.3,"12,455","11,887",568,4.6,"12,719","12,033",686,5.4,"13,075","12,441",634,4.8,"13,526","12,926",600,4.4,"13,899","13,048",851,6.1,"13,805","12,491","1,314",9.5
13213,GA,"Murray County, GA",City,"19,512","18,860",652,3.3,"19,660","18,818",842,4.3,"20,357","19,405",952,4.7,"20,617","19,707",910,4.4,"20,726","19,837",889,4.3,"21,024","19,990","1,034",4.9,"21,450","20,447","1,003",4.7,"21,048","20,009","1,039",4.9,"20,375","18,749","1,626",8.0,"19,773","17,087","2,686",13.6
13215,GA,"Muscogee County, GA",City,"83,224","79,319","3,905",4.7,"82,195","78,040","4,155",5.1,"82,729","77,895","4,834",5.8,"83,749","78,972","4,777",5.7,"83,998","78,994","5,004",6.0,"84,965","79,397","5,568",6.6,"85,455","80,403","5,052",5.9,"85,562","80,720","4,842",5.7,"86,000","80,248","5,752",6.7,"86,139","77,931","8,208",9.5
13219,GA,"Oconee County, GA",City,"14,270","13,908",362,2.5,"14,518","14,120",398,2.7,"15,154","14,658",496,3.3,"15,925","15,438",487,3.1,"16,109","15,581",528,3.3,"17,132","16,495",637,3.7,"17,384","16,789",595,3.4,"17,984","17,403",581,3.2,"18,788","17,963",825,4.4,"18,564","17,351","1,213",6.5
13221,GA,"Oglethorpe County, GA",City,"6,594","6,395",199,3.0,"6,761","6,492",269,4.0,"7,049","6,734",315,4.5,"7,314","6,995",319,4.4,"7,295","6,977",318,4.4,"7,572","7,203",369,4.9,"7,574","7,269",305,4.0,"7,717","7,394",323,4.2,"7,953","7,506",447,5.6,"7,817","7,121",696,8.9
13225,GA,"Peach County, GA",City,"10,756","10,270",486,4.5,"10,652","10,157",495,4.6,"10,930","10,326",604,5.5,"11,336","10,633",703,6.2,"11,215","10,434",781,7.0,"11,394","10,579",815,7.2,"11,531","10,807",724,6.3,"11,533","10,851",682,5.9,"12,141","11,213",928,7.6,"12,353","11,014","1,339",10.8
