movie_title,actor_1,actor_2,actor_3,fb_like_1,fb_like_2,fb_like_3
Erin Brockovich,Julia Roberts,Albert Finney,Conchata Ferrell,8000.0,883.0,658.0
How to Lose a Guy in 10 Days,Matthew McConaughey,Adam Goldberg,Thomas Lennon,11000.0,1000.0,651.0
22 Jump Street,Channing Tatum,Craig Roberts,Amber Stevens West,17000.0,920.0,584.0
Interview with the Vampire: The Vampire Chronicles,Brad Pitt,Tom Cruise,Kirsten Dunst,11000.0,10000.0,4000.0
Yes Man,Bradley Cooper,Zooey Deschanel,Danny Masterson,14000.0,11000.0,1000.0
Central Intelligence,Dwayne Johnson,Thomas Kretschmann,Megan Park,12000.0,919.0,569.0
Stepmom,Julia Roberts,Liam Aiken,Herbert Russell,8000.0,818.0,701.0
Daddy's Home,Will Ferrell,Linda Cardellini,Mark L. Young,8000.0,2000.0,322.0
Into the Woods,Johnny Depp,Meryl Streep,Anna Kendrick,40000.0,11000.0,10000.0
Inside Man,Denzel Washington,James Ransone,Peter Gerety,18000.0,412.0,277.0
Payback,Bill Duke,Deborah Kara Unger,William Devane,1000.0,495.0,416.0
Congo,Dylan Walsh,Joe Don Baker,Grant Heslov,426.0,387.0,293.0
We Bought a Zoo,Scarlett Johansson,Matt Damon,Stephanie Szostak,19000.0,13000.0,1000.0
Knowing,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,12000.0,748.0,329.0
Failure to Launch,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,14000.0,11000.0,11000.0
The Ring Two,Naomi Watts,Gary Cole,Sissy Spacek,6000.0,989.0,874.0
"Crazy, Stupid, Love.",Ryan Gosling,Emma Stone,Steve Carell,33000.0,15000.0,7000.0
Garfield,Bill Murray,Mark Christopher Lawrence,Michael Monks,13000.0,258.0,58.0
Christmas with the Kranks,Jamie Lee Curtis,Cheech Marin,Jake Busey,2000.0,843.0,660.0
Moneyball,Philip Seymour Hoffman,Robin Wright,Brad Pitt,22000.0,18000.0,11000.0
Outbreak,Kevin Spacey,Morgan Freeman,Rene Russo,18000.0,11000.0,808.0
Non-Stop,Liam Neeson,Nate Parker,Scoot McNairy,14000.0,664.0,660.0
Race to Witch Mountain,Dwayne Johnson,Billy Brown,Tom Everett Scott,12000.0,536.0,433.0
V for Vendetta,Natalie Portman,Eddie Marsan,Rupert Graves,20000.0,979.0,443.0
Shanghai Knights,Fann Wong,Anna-Louise Plowman,Georgina Chapman,154.0,131.0,55.0
Unforgotten,Bernard Hill,Gemma Jones,Nicola Walker,416.0,171.0,132.0
Curious George,Will Ferrell,Frank Welker,Alexander Gould,8000.0,2000.0,1000.0
Herbie Fully Loaded,Scoot McNairy,Thomas Lennon,Cheryl Hines,660.0,651.0,541.0
Don't Say a Word,Oliver Platt,Jennifer Esposito,Conrad Goode,1000.0,912.0,477.0
Hansel & Gretel: Witch Hunters,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,10000.0,520.0,467.0
Unfaithful,Olivier Martinez,Erik Per Sullivan,Chad Lowe,838.0,593.0,372.0
I Am Number Four,Alex Pettyfer,Emily Wickersham,Reuben Langdon,15000.0,348.0,144.0
Syriana,Matt Damon,Amr Waked,Kayvan Novak,13000.0,903.0,414.0
13 Hours,Toby Stephens,James Badge Dale,David Costabile,769.0,726.0,681.0
The Book of Life,Channing Tatum,Hector Elizondo,Ana de la Reguera,17000.0,995.0,679.0
Firewall,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,87000.0,11000.0,935.0
Absolute Power,Clint Eastwood,Mark Margolis,Scott Glenn,16000.0,1000.0,826.0
G.I. Jane,Viggo Mortensen,Demi Moore,John Michael Higgins,10000.0,2000.0,957.0
The Game,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,495.0,294.0,283.0
Silent Hill,Radha Mitchell,Deborah Kara Unger,Alice Krige,992.0,495.0,368.0
The Replacements,Keanu Reeves,Jon Favreau,Faizon Love,18000.0,4000.0,585.0
American Reunion,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,3000.0,1000.0,1000.0
The Negotiator,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,18000.0,822.0,294.0
Into the Storm,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,490.0,298.0,159.0
Beverly Hills Cop III,Louis Lombardi,Jon Tenney,Gilbert R. Hill,437.0,289.0,174.0
Gremlins 2: The New Batch,Christopher Lee,Robert Picardo,Phoebe Cates,16000.0,823.0,767.0
The Judge,Robert Downey Jr.,Robert Duvall,Leighton Meester,21000.0,3000.0,3000.0
The Peacemaker,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,294.0,273.0,258.0
Resident Evil: Apocalypse,Milla Jovovich,Thomas Kretschmann,Mike Epps,14000.0,919.0,706.0
Bridget Jones: The Edge of Reason,Colin Firth,Jim Broadbent,Celia Imrie,14000.0,1000.0,186.0
Out of Time,Denzel Washington,Sanaa Lathan,John Billingsley,18000.0,886.0,323.0
On Deadly Ground,Mike Starr,Joan Chen,Sven-Ole Thorsen,854.0,643.0,158.0
The Adventures of Sharkboy and Lavagirl 3-D,Taylor Lautner,Kristin Davis,Taylor Dooley,12000.0,722.0,717.0
The Beach,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,29000.0,414.0,39.0
Raising Helen,Amber Valletta,Felicity Huffman,Spencer Breslin,627.0,508.0,434.0
Ninja Assassin,Shô Kosugi,Ben Miles,Rain,330.0,119.0,72.0
For Love of the Game,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,24000.0,743.0,432.0
A Touch of Frost,David Jason,Bruce Alexander,John Lyons,325.0,7.0,5.0
Striptease,Demi Moore,Rumer Willis,Paul Guilfoyle,2000.0,472.0,210.0
Marmaduke,Emma Stone,Judy Greer,Steve Coogan,15000.0,2000.0,1000.0
Hereafter,Matt Damon,Jay Mohr,Cécile De France,13000.0,563.0,447.0
Murder by Numbers,Ryan Gosling,Chris Penn,Agnes Bruckner,33000.0,455.0,401.0
Assassins,Muse Watson,Sylvester Stallone,Kelly Rowan,45000.0,13000.0,282.0
Hannibal Rising,Li Gong,Stephen Walters,Richard Brake,879.0,184.0,163.0
The Story of Us,Bruce Willis,Tim Matheson,Rita Wilson,13000.0,559.0,323.0
The Host,J.D. Evermore,Chandler Canterbury,Rachel Roberts,430.0,329.0,201.0
Basic,Connie Nielsen,Harry Connick Jr.,Tim Daly,933.0,631.0,511.0
Blood Work,Clint Eastwood,Anjelica Huston,Rick Hoffman,16000.0,1000.0,581.0
The International,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,6000.0,450.0,294.0
Escape from L.A.,Steve Buscemi,Valeria Golino,Michelle Forbes,12000.0,898.0,764.0
Twisted,Grey Damon,Brittany Curran,Aaron Hill,629.0,512.0,398.0
The Iron Giant,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,14000.0,631.0,521.0
The Life Aquatic with Steve Zissou,Bill Murray,Anjelica Huston,Matthew Gray Gubler,13000.0,1000.0,639.0
Free State of Jones,Matthew McConaughey,Donald Watkins,Jessica Collins,11000.0,552.0,303.0
The Life of David Gale,Kevin Spacey,Kate Winslet,Matt Craven,18000.0,14000.0,256.0
Man of the House,Christina Milian,Vanessa Ferlito,Kelli Garner,1000.0,923.0,730.0
Run All Night,Liam Neeson,Common,Bruce McGill,14000.0,988.0,655.0
Eastern Promises,Viggo Mortensen,Naomi Watts,Raza Jaffrey,10000.0,6000.0,509.0
Into the Blue,Paul Walker,James Frain,Ashley Scott,23000.0,1000.0,795.0
The Messenger: The Story of Joan of Arc,Paul Brooke,David Bailie,Rab Affleck,51.0,40.0,15.0
Your Highness,Natalie Portman,Zooey Deschanel,James Franco,20000.0,11000.0,11000.0
Dream House,Naomi Watts,Gregory Smith,Sarah Gadon,6000.0,694.0,692.0
Mad City,Mia Kirshner,Blythe Danner,William Atherton,972.0,713.0,317.0
Baby's Day Out,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,1000.0,619.0,479.0
The Scarlet Letter,Gary Oldman,Robert Duvall,Demi Moore,10000.0,3000.0,2000.0
Fair Game,Naomi Watts,Ty Burrell,Brooke Smith,6000.0,3000.0,405.0
Defiance,Julie Benz,Tony Curran,Grant Bowler,3000.0,845.0,600.0
Domino,Ian Ziering,Mo'Nique,Edgar Ramírez,984.0,940.0,897.0
Jade,Michael Biehn,Chazz Palminteri,Linda Fiorentino,2000.0,979.0,602.0
Gamer,Gerard Butler,Logan Lerman,Alison Lohman,18000.0,8000.0,1000.0
Beautiful Creatures,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,1000.0,852.0,592.0
Death to Smoochy,Robin Williams,Vincent Schiavelli,Danny Woodburn,49000.0,811.0,809.0
Zoolander 2,Milla Jovovich,Will Ferrell,Justin Theroux,14000.0,8000.0,1000.0
The Big Bounce,Morgan Freeman,Andrew Wilson,Willie Nelson,11000.0,387.0,338.0
What Planet Are You From?,Judy Greer,Linda Fiorentino,Garry Shandling,2000.0,602.0,591.0
Drive Angry,Nicolas Cage,Billy Burke,Katy Mixon,12000.0,2000.0,982.0
Street Fighter: The Legend of Chun-Li,Chris Klein,Robin Shou,Josie Ho,841.0,342.0,77.0
The One,Jason Statham,Jet Li,Delroy Lindo,26000.0,5000.0,848.0
Outlander,Tobias Menzies,Graham McTavish,Stephen Walters,1000.0,531.0,184.0
The Adventures of Ford Fairlane,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,879.0,560.0,380.0
Pirate Radio,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,22000.0,882.0,830.0
Traffic,Michael O'Neill,Jacob Vargas,James Lew,599.0,399.0,215.0
Indiana Jones and the Last Crusade,Harrison Ford,Julian Glover,Alison Doody,11000.0,844.0,440.0
Anna Karenina,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,2000.0,35.0,0.0
Chappie,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,20000.0,2000.0,502.0
The Bone Collector,Denzel Washington,Angelina Jolie Pitt,Leland Orser,18000.0,11000.0,308.0
Panic Room,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,17000.0,324.0,237.0
The Tooth Fairy,P.J. Soles,Lochlyn Munro,Steve Bacic,598.0,555.0,235.0
Three Kings,Judy Greer,Jamie Kennedy,Mykelti Williamson,2000.0,490.0,393.0
Child 44,Tom Hardy,Fares Fares,Michael Nardone,27000.0,254.0,194.0
Rat Race,Corinna Harney,Douglas Haase,Vince Vieluf,779.0,629.0,261.0
K-PAX,Kevin Spacey,Jeff Bridges,Alfre Woodard,18000.0,12000.0,1000.0
Kate & Leopold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,20000.0,1000.0,821.0
Bedazzled,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,3000.0,575.0,484.0
The Cotton Club,Nicolas Cage,Bob Hoskins,Fred Gwynne,12000.0,5000.0,886.0
3:10 to Yuma,Christian Bale,Logan Lerman,Gretchen Mol,23000.0,8000.0,600.0
Taken 3,Liam Neeson,Dougray Scott,Jon Gries,14000.0,794.0,482.0
Out of Sight,Don Cheadle,Albert Brooks,Keith Hudson,3000.0,745.0,23.0
The Cable Guy,Matthew Broderick,Janeane Garofalo,Andy Dick,2000.0,1000.0,302.0
Earth,Nandita Das,Gulshan Grover,Eric Peterson,113.0,102.0,59.0
Dick Tracy,Charlie Korsmo,Warren Beatty,Seymour Cassel,678.0,631.0,327.0
The Thomas Crown Affair,Mark Margolis,Faye Dunaway,Denis Leary,1000.0,977.0,835.0
Riding in Cars with Boys,Rosie Perez,Adam Garcia,Alissa Dean,919.0,811.0,807.0
First Blood,Sylvester Stallone,Brian Dennehy,Chris Mulkey,13000.0,954.0,535.0
Solaris,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,29.0,29.0,12.0
Happily N'Ever After,Sarah Michelle Gellar,George Carlin,Rob Paulsen,4000.0,769.0,677.0
Mary Reilly,Julia Roberts,Bronagh Gallagher,George Cole,8000.0,115.0,77.0
My Best Friend's Wedding,Julia Roberts,Christopher Masterson,Rupert Everett,8000.0,1000.0,692.0
America's Sweethearts,Julia Roberts,Rainn Wilson,Larry King,8000.0,973.0,135.0
Insomnia,Al Pacino,Maura Tierney,Crystal Lowe,14000.0,509.0,319.0
Star Trek: First Contact,LeVar Burton,Alfre Woodard,Jonathan Frakes,1000.0,1000.0,906.0
Jonah Hex,Michael Fassbender,Billy Blair,Julia Jones,13000.0,541.0,364.0
Courage Under Fire,Denzel Washington,Matt Damon,Scott Glenn,18000.0,13000.0,826.0
Liar Liar,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,509.0,418.0,255.0
The Infiltrator,Joseph Gilgun,Amy Ryan,Olympia Dukakis,788.0,423.0,345.0
Inchon,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,1000.0,623.0,522.0
The Flintstones,Jonathan Winters,Elizabeth Perkins,Harvey Korman,924.0,664.0,628.0
Taken 2,Liam Neeson,Luke Grimes,D.B. Sweeney,14000.0,935.0,558.0
Scary Movie 3,Regina Hall,Pamela Anderson,Jenny McCarthy,807.0,780.0,750.0
Miss Congeniality,Candice Bergen,Wendy Raquel Robinson,Heather Burns,545.0,337.0,213.0
Journey to the Center of the Earth,Josh Hutcherson,Brendan Fraser,Anita Briem,14000.0,3000.0,311.0
The Princess Diaries 2: Royal Engagement,Anne Hathaway,Raven-Symoné,Hector Elizondo,11000.0,1000.0,995.0
The Pelican Brief,Denzel Washington,Julia Roberts,Tony Goldwyn,18000.0,8000.0,956.0
The Client,Bradley Whitford,Anthony LaPaglia,Brad Renfro,821.0,577.0,551.0
The Bucket List,Morgan Freeman,Noel Gugliemi,Sean Hayes,11000.0,2000.0,760.0
Patriot Games,Harrison Ford,Polly Walker,Patrick Bergin,11000.0,530.0,308.0
Monster-in-Law,Adam Scott,Jane Fonda,Elaine Stritch,3000.0,949.0,586.0
Prisoners,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,20000.0,15000.0,1000.0
Training Day,Denzel Washington,Snoop Dogg,Tom Berenger,18000.0,881.0,854.0
Galaxy Quest,Alan Rickman,Enrico Colantoni,Robin Sachs,25000.0,724.0,436.0
Scary Movie 2,Natasha Lyonne,Veronica Cartwright,Andy Richter,1000.0,422.0,179.0
The Muppets,Bill Cobbs,Eric Jacobson,Steve Whitmire,970.0,91.0,84.0
Blade,Sanaa Lathan,Traci Lords,Udo Kier,886.0,650.0,595.0
Coach Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,17000.0,807.0,730.0
Changing Lanes,Sydney Pollack,Matt Malloy,Bruce Altman,521.0,108.0,67.0
Anaconda,Frank Welker,Eric Stoltz,Kari Wuhrer,2000.0,902.0,514.0
Coyote Ugly,Adam Garcia,Tyra Banks,Izabella Miko,811.0,625.0,560.0
Love Actually,Colin Firth,Liam Neeson,Kris Marshall,14000.0,14000.0,548.0
A Bug's Life,Kevin Spacey,Madeline Kahn,John Ratzenberger,18000.0,1000.0,1000.0
From Hell,Johnny Depp,Jason Flemyng,Ian Richardson,40000.0,1000.0,140.0
The Specialist,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,13000.0,279.0,20.0
Tin Cup,Don Johnson,Cheech Marin,Rene Russo,982.0,843.0,808.0
"Yours, Mine and Ours",Lucille Ball,Tom Bosley,Tim Matheson,6000.0,584.0,559.0
Kicking & Screaming,Josh Hutcherson,Will Ferrell,Robert Duvall,14000.0,8000.0,3000.0
The Hitchhiker's Guide to the Galaxy,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,11000.0,2000.0,651.0
Fat Albert,Dania Ramirez,Nick Zano,Alice Greczyn,1000.0,641.0,631.0
Resident Evil: Extinction,Milla Jovovich,Mike Epps,James Tumminia,14000.0,706.0,443.0
Blended,Bella Thorne,Adam Sandler,Joel McHale,35000.0,11000.0,734.0
Last Holiday,LL Cool J,Alicia Witt,Timothy Hutton,1000.0,976.0,501.0
The River Wild,Meryl Streep,Glenn Morshower,William Lucking,11000.0,894.0,132.0
The Indian in the Cupboard,Steve Coogan,Vincent Kartheiser,David Keith,1000.0,845.0,563.0
Savages,Demián Bichir,Shea Whigham,Gary Stretch,749.0,463.0,404.0
Cellular,Richard Burgi,Valerie Cruz,Will Beinbrink,550.0,216.0,167.0
Johnny English,Kevin McNally,Natalie Imbruglia,Ben Miller,427.0,304.0,252.0
The Ant Bully,Nicolas Cage,Meryl Streep,Julia Roberts,12000.0,11000.0,8000.0
Dune,Virginia Madsen,Jürgen Prochnow,José Ferrer,913.0,362.0,202.0
Across the Universe,Jim Sturgess,T.V. Carpio,Robert Clohessy,5000.0,117.0,107.0
Revolutionary Road,Leonardo DiCaprio,Kate Winslet,Joe Komara,29000.0,14000.0,10000.0
16 Blocks,Bruce Willis,David Zayas,Sasha Roiz,13000.0,929.0,795.0
Babylon A.D.,Vin Diesel,Charlotte Rampling,David Belle,14000.0,844.0,510.0
The Glimmer Man,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,2000.0,461.0,322.0
Multiplicity,John de Lancie,Brian Doyle-Murray,Obba Babatundé,905.0,484.0,451.0
Aliens in the Attic,Malese Jow,Carter Jenkins,Tim Meadows,1000.0,701.0,553.0
The Pledge,Costas Mandylor,Adrien Dorval,Nels Lennarson,723.0,44.0,19.0
The Producers,Jon Lovitz,Will Ferrell,Matthew Broderick,11000.0,8000.0,2000.0
The Phantom,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,1000.0,642.0,579.0
All the Pretty Horses,Matt Damon,Henry Thomas,Sam Shepard,13000.0,861.0,820.0
Nixon,Anthony Hopkins,Bob Hoskins,Joan Allen,12000.0,5000.0,805.0
The Ghost Writer,Jim Belushi,Olivia Williams,Timothy Hutton,854.0,766.0,501.0
Deep Rising,Djimon Hounsou,Jason Flemyng,Wes Studi,3000.0,1000.0,855.0
Miracle at St. Anna,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,23000.0,1000.0,826.0
Curse of the Golden Flower,Li Gong,Ye Liu,Man Li,879.0,52.0,10.0
Bangkok Dangerous,Nicolas Cage,Charlie Yeung,James With,12000.0,68.0,61.0
Big Trouble,Zooey Deschanel,Janeane Garofalo,Omar Epps,11000.0,1000.0,865.0
Love in the Time of Cholera,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,267.0,202.0,50.0
The Returned,Pierre Perrier,Clotilde Hesme,Céline Sallette,164.0,116.0,114.0
Shadow Conspiracy,Sam Waterston,Ben Gazzara,Nicholas Turturro,849.0,623.0,269.0
Johnny English Reborn,Daniel Kaluuya,Tim McInnerny,Togo Igawa,219.0,141.0,104.0
Foodfight!,Jerry Stiller,Larry Miller,Harvey Fierstein,719.0,611.0,500.0
Argo,Clea DuVall,Scoot McNairy,Tate Donovan,1000.0,660.0,650.0
The Fugitive,Harrison Ford,Daniel Roebuck,Sela Ward,11000.0,1000.0,812.0
The Bounty Hunter,Gerard Butler,Dorian Missick,Peter Greene,18000.0,1000.0,789.0
Sleepers,Robert De Niro,Brad Pitt,Minnie Driver,22000.0,11000.0,893.0
Rambo: First Blood Part II,Sylvester Stallone,Julia Nickson,Martin Kove,13000.0,738.0,668.0
The Juror,Joseph Gordon-Levitt,Demi Moore,Anne Heche,23000.0,2000.0,643.0
Pinocchio,Mel Blanc,Dickie Jones,Cliff Edwards,1000.0,48.0,40.0
Heaven's Gate,Jeff Bridges,Sam Waterston,Isabelle Huppert,12000.0,849.0,678.0
Underworld: Evolution,Sophia Myles,Tony Curran,Derek Jacobi,956.0,845.0,520.0
Victor Frankenstein,Daniel Radcliffe,Spencer Wilding,Daniel Mays,11000.0,1000.0,287.0
Finding Forrester,F. Murray Abraham,Rob Brown,Michael Nouri,670.0,370.0,225.0
28 Days,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,12000.0,10000.0,664.0
Unleashed,Morgan Freeman,Jet Li,Bob Hoskins,11000.0,5000.0,5000.0
The Sweetest Thing,Judith Chapman,Lillian Adams,Chelsea Bond,44.0,28.0,16.0
The Firm,Tom Cruise,Holly Hunter,Wilford Brimley,10000.0,1000.0,957.0
Charlie St. Cloud,Augustus Prew,Charlie Tahan,Valerie Tian,405.0,268.0,135.0
The Mechanic,Jason Statham,Tony Goldwyn,Mini Anden,26000.0,956.0,350.0
21 Jump Street,Channing Tatum,Dax Flame,Rob Riggle,17000.0,971.0,839.0
Notting Hill,Julia Roberts,Clarke Peters,Dylan Moran,8000.0,437.0,427.0
Chicken Run,Imelda Staunton,Miranda Richardson,Julia Sawalha,579.0,530.0,206.0
Along Came Polly,Philip Seymour Hoffman,Masi Oka,Debra Messing,22000.0,923.0,650.0
Boomerang,John Witherspoon,Eartha Kitt,Geoffrey Holder,723.0,558.0,547.0
The Heat,Michael Rapaport,William Xifaras,Demián Bichir,975.0,815.0,749.0
Cleopatra,Martin Landau,Richard Burton,Roddy McDowall,940.0,726.0,595.0
Here Comes the Boom,Salma Hayek,Reggie Lee,Charice,4000.0,828.0,491.0
High Crimes,Morgan Freeman,Adam Scott,Bruce Davison,11000.0,3000.0,505.0
The Mirror Has Two Faces,Jeff Bridges,Austin Pendleton,Mimi Rogers,12000.0,592.0,292.0
The Mothman Prophecies,Debra Messing,Will Patton,David Eigenberg,650.0,537.0,395.0
Brüno,Bono,Elton John,Slash,468.0,442.0,412.0
Licence to Kill,Robert Davi,Talisa Soto,Anthony Zerbe,683.0,349.0,275.0
Red Riding Hood,Gary Oldman,Billy Burke,Virginia Madsen,10000.0,2000.0,913.0
15 Minutes,Robert De Niro,Charlize Theron,Kelsey Grammer,22000.0,9000.0,808.0
Super Mario Bros.,Bob Hoskins,Fisher Stevens,Fiona Shaw,5000.0,922.0,687.0
Lord of War,Nicolas Cage,Jeremy Crutchley,Jared Burke,12000.0,43.0,16.0
Hero,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,5000.0,643.0,576.0
One for the Money,Fisher Stevens,Debbie Reynolds,Patrick Fischler,922.0,786.0,497.0
The Interview,James Franco,Randall Park,Anders Holm,11000.0,392.0,365.0
The Warrior's Way,Tony Cox,Dong-gun Jang,Jed Brophy,624.0,489.0,433.0
McHale's Navy,Tim Conway,Gavin MacLeod,Bob Hastings,870.0,284.0,253.0
Micmacs,Omar Sy,Dany Boon,André Dussollier,1000.0,172.0,52.0
8 Mile,Mekhi Phifer,Omar Benson Miller,Evan Jones,1000.0,418.0,196.0
Animal Kingdom: Let's go Ape,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,326.0,152.0,6.0
A Knight's Tale,Heath Ledger,Rufus Sewell,Bérénice Bejo,13000.0,3000.0,996.0
The Medallion,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,687.0,312.0,96.0
The Sixth Sense,Bruce Willis,Haley Joel Osment,Olivia Williams,13000.0,3000.0,766.0
Man on a Ledge,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,107.0,81.0,54.0
The Big Year,Joel McHale,Kevin Pollak,JoBeth Williams,734.0,574.0,296.0
The Karate Kid,Martin Kove,William Zabka,William Bassett,668.0,641.0,225.0
American Hustle,Jennifer Lawrence,Christian Bale,Bradley Cooper,34000.0,23000.0,14000.0
The Proposal,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,16000.0,896.0,723.0
Double Jeopardy,Bruce Greenwood,Annabeth Gish,Bruce Campbell,984.0,489.0,298.0
Back to the Future Part II,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,1000.0,869.0,690.0
Lucy,Scarlett Johansson,Morgan Freeman,Amr Waked,19000.0,11000.0,903.0
Fifty Shades of Grey,Jennifer Ehle,Luke Grimes,Callum Rennie,1000.0,935.0,716.0
Spy Kids 3-D: Game Over,Sylvester Stallone,Salma Hayek,Alexa PenaVega,13000.0,4000.0,2000.0
A Time to Kill,Kevin Spacey,Matthew McConaughey,Oliver Platt,18000.0,11000.0,1000.0
Cheaper by the Dozen,Tom Welling,Alyson Stoner,Bonnie Hunt,3000.0,2000.0,597.0
Lone Survivor,Jerry Ferrara,Scott Elrod,Dan Bilzerian,480.0,449.0,127.0
A League of Their Own,Tom Hanks,Lori Petty,Rosie O'Donnell,15000.0,923.0,251.0
The Conjuring 2,Javier Botet,Frances O'Connor,Robin Atkin Downes,1000.0,575.0,336.0
The Social Network,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,10000.0,349.0,81.0
He's Just Not That Into You,Carmen Perez,Sabrina Revelle,Sachiko Ishida,97.0,50.0,49.0
Scary Movie 4,Beau Mirchoff,Carmen Electra,Regina Hall,2000.0,869.0,807.0
Scream 3,Kelly Rutherford,Roger Jackson,Nancy O'Dell,287.0,157.0,71.0
Back to the Future Part III,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,1000.0,869.0,690.0
Get Hard,Will Ferrell,Alison Brie,Craig T. Nelson,8000.0,2000.0,723.0
Bram Stoker's Dracula,Keanu Reeves,Anthony Hopkins,Gary Oldman,18000.0,12000.0,10000.0
Julie & Julia,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,11000.0,935.0,923.0
42,Harrison Ford,Christopher Meloni,Nicole Beharie,11000.0,3000.0,898.0
The Talented Mr. Ripley,Philip Seymour Hoffman,Matt Damon,Jack Davenport,22000.0,13000.0,1000.0
Dumb and Dumber To,Bill Murray,Kathleen Turner,Rob Riggle,13000.0,899.0,839.0
Eight Below,Paul Walker,Bruce Greenwood,Wendy Crewson,23000.0,984.0,249.0
The Intern,Robert De Niro,Anne Hathaway,Rene Russo,22000.0,11000.0,808.0
Ride Along 2,Olivia Munn,Nadine Velazquez,Bruce McGill,2000.0,874.0,655.0
The Last of the Mohicans,Wes Studi,Terry Kinney,Eric Schweig,855.0,363.0,322.0
Ray,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,904.0,876.0,748.0
Sin City,Rosario Dawson,Powers Boothe,Jason Douglas,3000.0,472.0,175.0
Vantage Point,Dennis Quaid,Edgar Ramírez,William Hurt,2000.0,897.0,882.0
"I Love You, Man",J.K. Simmons,Jon Favreau,Jane Curtin,24000.0,4000.0,257.0
Shallow Hal,Jason Alexander,Bruce McGill,Susan Ward,700.0,655.0,398.0
JFK,Sally Kirkland,Jay O. Sanders,Cheryl Penland,433.0,256.0,4.0
Big Momma's House 2,Chloë Grace Moretz,Nia Long,Marisol Nichols,17000.0,826.0,633.0
The Mexican,J.K. Simmons,Brad Pitt,Julia Roberts,24000.0,11000.0,8000.0
17 Again,Matthew Perry,Hunter Parrish,Thomas Lennon,2000.0,2000.0,651.0
The Other Woman,Don Johnson,Kate Upton,David Thornton,982.0,971.0,119.0
The Final Destination,Krista Allen,Andrew Fiscella,Shantel VanSanten,164000.0,137000.0,748.0
