city,cuisine_style,ranking,rating,reviews_number
Krakow,"Asian, Chinese, Vietnamese",1121.0,3.0,53.0
Berlin,Fast Food,4668.0,4.0,8.0
Paris,unknown,8708.0,3.5,62.0
Oporto,"European, Portuguese",519.0,4.0,47.0
Warsaw,"Indian, Vegetarian Friendly, Vegan Options",172.0,4.5,247.0
Edinburgh,"Indian, Pizza",1699.0,3.0,15.0
Madrid,unknown,6785.0,3.5,2.0
Madrid,"Bar, Mediterranean, European, Spanish, Wine Bar, Vegetarian Friendly, Vegan Options, Gluten Free Options",412.0,4.0,511.0
Copenhagen,unknown,1821.0,3.0,16.0
Madrid,unknown,2488.0,5.0,10.0
London,"Japanese, Sushi, Asian",14890.0,3.0,76.0
Oporto,unknown,936.0,5.0,
Rome,"Asian, Korean",3750.0,4.0,69.0
Lisbon,"Chinese, Japanese, Sushi",2823.0,3.5,7.0
Athens,Indian,1776.0,4.5,2.0
Berlin,Cafe,5634.0,3.0,7.0
London,unknown,11802.0,4.0,5.0
Milan,Vegan Options,1223.0,4.5,32.0
Krakow,"Healthy, Soups",981.0,4.0,5.0
Barcelona,unknown,4743.0,4.0,5.0
Rome,"Italian, Pizza, Mediterranean, Vegetarian Friendly",4259.0,3.5,422.0
Barcelona,"Mediterranean, Spanish",4766.0,3.5,115.0
Milan,"Steakhouse, Latin, Barbecue, Argentinean, South American, Gluten Free Options",126.0,4.0,1344.0
London,Steakhouse,12478.0,4.0,
Berlin,"Spanish, Vegetarian Friendly",5867.0,3.0,70.0
Prague,"Bar, Grill, Pub, Gastropub, European",361.0,5.0,48.0
Hamburg,"Asian, Thai, Vegetarian Friendly",405.0,4.0,97.0
Warsaw,"American, Fast Food",27.0,4.5,809.0
Paris,Japanese,5846.0,4.5,13.0
Milan,Italian,659.0,4.0,197.0
Berlin,unknown,1752.0,5.0,16.0
Copenhagen,unknown,805.0,5.0,14.0
Oslo,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options",311.0,4.0,43.0
Vienna,"Fast Food, Diner, Healthy, Street Food, Soups",2296.0,4.5,3.0
Milan,"Italian, Seafood, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",185.0,4.5,282.0
Brussels,"Asian, Thai, Chinese, Vegetarian Friendly",1530.0,3.5,41.0
Milan,"Bar, Italian",4834.0,3.0,153.0
Barcelona,"Japanese, Sushi, Asian",2149.0,4.5,36.0
Krakow,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",146.0,4.5,219.0
Amsterdam,"French, European",3136.0,3.0,61.0
Milan,unknown,5982.0,3.0,99.0
London,Bar,14078.0,3.5,37.0
Edinburgh,"Cafe, British, Scottish, Vegetarian Friendly",500.0,4.5,153.0
Berlin,"Indian, Asian, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",153.0,5.0,295.0
Geneva,"Barbecue, Asian, Korean, Vegetarian Friendly",721.0,3.5,114.0
Madrid,unknown,6336.0,4.0,4.0
Paris,"Italian, Mediterranean, European",3507.0,4.0,83.0
London,"Cafe, Vegetarian Friendly",8064.0,4.0,31.0
Paris,"French, European",1073.0,4.5,146.0
London,"Indian, Asian, Pakistani, Halal, Vegetarian Friendly",14383.0,3.5,107.0
Amsterdam,French,2407.0,4.5,4.0
Madrid,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options",1424.0,4.5,60.0
Brussels,"French, Belgian, European",1723.0,5.0,6.0
Milan,"Italian, Bar, Mediterranean, European, Pub, Vegetarian Friendly",1215.0,4.0,535.0
Hamburg,unknown,475.0,4.5,31.0
Milan,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",722.0,4.0,353.0
Vienna,Austrian,2372.0,3.5,14.0
Rome,"Italian, Pizza, Seafood, Mediterranean, Soups, Vegetarian Friendly, Gluten Free Options",1460.0,4.0,510.0
Madrid,"Japanese, Mediterranean, European, Spanish, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",362.0,4.0,4125.0
Dublin,unknown,1196.0,5.0,4.0
Berlin,"Bar, Pub",4454.0,3.5,60.0
Budapest,"International, European, Hungarian",1212.0,4.0,15.0
London,"Fast Food, Middle Eastern, Halal",3911.0,4.0,106.0
Berlin,unknown,3057.0,5.0,5.0
Oslo,"Sushi, Japanese",388.0,5.0,24.0
Brussels,"Chinese, Asian, Thai, Fusion",1989.0,4.0,33.0
Copenhagen,"Indian, Vegetarian Friendly",600.0,3.5,116.0
Milan,"Latin, South American, Mexican",736.0,4.0,278.0
Hamburg,"German, European, Seafood, Central European, Vegetarian Friendly",345.0,4.0,64.0
Lyon,French,1743.0,4.0,42.0
Copenhagen,"Wine Bar, European",257.0,4.5,34.0
Barcelona,unknown,6603.0,3.0,5.0
Budapest,"Italian, European, Hungarian",1061.0,4.5,7.0
Madrid,"Steakhouse, Spanish",3130.0,3.5,78.0
London,Indian,16023.0,2.0,
Prague,Vegan Options,2623.0,3.5,3.0
Milan,"Italian, American, Fast Food",4924.0,3.5,279.0
Stockholm,unknown,1944.0,3.5,4.0
Madrid,Mediterranean,5037.0,4.0,22.0
London,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options",4442.0,4.0,225.0
Brussels,"Italian, Mediterranean, European, Vegetarian Friendly",1004.0,4.0,44.0
Paris,"Italian, European",3359.0,4.5,210.0
Vienna,"Mediterranean, Turkish, European",325.0,4.5,45.0
Lyon,unknown,2140.0,3.0,3.0
Prague,"European, Czech",2624.0,4.0,9.0
Bratislava,unknown,624.0,4.0,
London,"American, International, British",7385.0,4.5,9.0
Berlin,unknown,6083.0,3.5,4.0
Paris,"Cafe, Fusion",10546.0,3.5,13.0
Berlin,Japanese,6024.0,3.0,2.0
Rome,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options",392.0,4.5,1238.0
Lisbon,"Mediterranean, European, Portuguese",1595.0,4.0,30.0
Hamburg,unknown,1497.0,5.0,4.0
Zurich,"Swiss, European, Central European, Vegetarian Friendly",172.0,4.5,106.0
Warsaw,"Bar, Pub",81.0,4.5,293.0
Oslo,"Sushi, Asian, Japanese",810.0,4.0,21.0
Stockholm,unknown,911.0,4.0,17.0
Milan,Thai,4683.0,3.5,35.0
Barcelona,Mediterranean,1003.0,4.5,80.0
Munich,unknown,2480.0,3.5,20.0
Madrid,"Italian, Pizza",7195.0,3.5,14.0
Lisbon,unknown,3700.0,1.0,
Paris,"French, European",6049.0,4.0,120.0
Prague,unknown,4091.0,3.0,3.0
Budapest,"European, Hungarian",2063.0,3.5,8.0
Berlin,unknown,3781.0,4.5,4.0
Paris,unknown,11994.0,3.5,25.0
Warsaw,unknown,507.0,4.5,27.0
Vienna,"Austrian, European",2424.0,4.0,2.0
Dublin,"Irish, European, Vegetarian Friendly, Gluten Free Options",881.0,4.0,140.0
Warsaw,"American, Steakhouse",1319.0,4.0,9.0
Paris,Italian,10565.0,4.0,42.0
Barcelona,unknown,5206.0,4.0,9.0
Paris,Cafe,3638.0,4.0,73.0
London,Cafe,10422.0,3.5,36.0
Rome,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",2579.0,3.5,469.0
Munich,German,1665.0,4.5,11.0
Rome,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options",4701.0,4.0,110.0
Rome,"Japanese, Seafood, Sushi, Asian, Soups, Vegetarian Friendly, Gluten Free Options",853.0,4.0,845.0
London,"Pizza, Italian, Fast Food",6685.0,4.5,14.0
Prague,"Asian, Fusion, Street Food, Soups",1901.0,5.0,
Prague,"European, Czech, Eastern European, Central European",647.0,3.5,220.0
Budapest,"International, European, Central European, Hungarian, Vegetarian Friendly, Vegan Options, Gluten Free Options",205.0,4.5,237.0
London,"Bar, European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",1637.0,4.0,814.0
Berlin,"Asian, Vietnamese",4202.0,3.0,38.0
Madrid,unknown,6969.0,3.0,5.0
Dublin,"Indian, Asian, Thai, Vegetarian Friendly",1114.0,4.5,18.0
Krakow,"Polish, European, Central European",899.0,3.5,53.0
Madrid,"Asian, Thai, Japanese, Vegetarian Friendly, Vegan Options",2261.0,4.0,67.0
Vienna,"Austrian, Cafe, European, Vegetarian Friendly",993.0,4.5,18.0
Prague,"Steakhouse, Barbecue, Argentinean, South American",1694.0,3.5,94.0
Milan,Italian,4151.0,4.0,12.0
Amsterdam,"Fast Food, Middle Eastern, Vegetarian Friendly, Vegan Options",1171.0,4.5,103.0
Munich,"German, European, Central European, Healthy, Vegetarian Friendly",557.0,4.0,148.0
Madrid,Spanish,1497.0,4.0,110.0
London,"Seafood, Halal",6587.0,4.0,46.0
Geneva,"Chinese, Asian, Vegetarian Friendly",264.0,4.5,150.0
Athens,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options",312.0,4.5,222.0
Berlin,"Italian, Mediterranean, European",4605.0,4.0,37.0
London,unknown,12171.0,4.0,5.0
Brussels,"French, Cafe, Spanish, Wine Bar",1753.0,4.5,8.0
Rome,"Italian, Pizza, Fast Food, Mediterranean, Vegetarian Friendly, Vegan Options",36.0,4.5,620.0
Madrid,"Mediterranean, European, Spanish",1576.0,3.5,235.0
London,"Italian, Vegetarian Friendly",13314.0,3.0,267.0
Paris,unknown,9361.0,4.5,5.0
London,"Steakhouse, Argentinean, South American, Grill, Gluten Free Options",963.0,4.0,588.0
Rome,"Italian, Pizza, Vegetarian Friendly, Vegan Options",2815.0,4.0,164.0
London,"Mexican, American, Indian, Caribbean, Fast Food",13133.0,3.5,5.0
London,"Turkish, Middle Eastern, Halal, Vegetarian Friendly, Gluten Free Options",7786.0,3.5,307.0
Prague,"Italian, Mediterranean, Vegetarian Friendly, Gluten Free Options",290.0,5.0,43.0
Dublin,American,1954.0,1.5,3.0
London,Chinese,14355.0,3.5,3.0
Oslo,"Cafe, Soups, Fast Food, European, Scandinavian, Vegetarian Friendly, Vegan Options",413.0,4.0,28.0
London,"American, Brew Pub, Bar, British, Vegetarian Friendly",12864.0,3.0,115.0
London,"Mexican, Street Food, Latin, Spanish",12240.0,4.0,9.0
Oporto,"European, Portuguese",1166.0,4.0,6.0
Rome,"Italian, Cafe, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",1616.0,4.0,630.0
Bratislava,unknown,362.0,5.0,
Paris,unknown,5505.0,3.5,58.0
Zurich,unknown,536.0,4.5,9.0
Rome,unknown,5790.0,5.0,
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",1769.0,4.0,245.0
Paris,French,3246.0,4.5,61.0
Budapest,"Bar, European, Eastern European, Central European, Hungarian, Grill, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options",188.0,4.5,686.0
Prague,"Chinese, Asian",3130.0,3.5,34.0
Paris,unknown,11221.0,3.0,34.0
Rome,"Seafood, Italian, Mediterranean",2961.0,4.5,42.0
Helsinki,"French, Cafe, Asian",562.0,5.0,
Rome,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",1143.0,3.5,939.0
Oporto,Contemporary,1118.0,4.5,2.0
Edinburgh,"Chinese, Asian",665.0,4.5,125.0
London,"Cafe, Vegetarian Friendly",3356.0,4.0,154.0
Prague,"European, Czech",2842.0,3.5,7.0
London,"Mediterranean, Greek, Vegetarian Friendly",4215.0,4.5,89.0
Barcelona,unknown,5967.0,3.5,6.0
Lyon,unknown,1091.0,4.5,10.0
Stockholm,unknown,1979.0,3.0,15.0
London,"Chinese, Asian, Vegetarian Friendly",5833.0,4.5,29.0
Madrid,Spanish,8777.0,1.0,
Lisbon,unknown,2680.0,3.5,31.0
Paris,"French, European, Vegetarian Friendly, Gluten Free Options",581.0,4.5,326.0
Vienna,"Austrian, Polish, European, Eastern European, Central European, Vegetarian Friendly, Vegan Options",1914.0,3.5,91.0
Berlin,"Italian, Mediterranean, European, Vegetarian Friendly",3058.0,4.0,59.0
Munich,unknown,1734.0,4.0,14.0
London,unknown,11582.0,4.0,6.0
Lyon,French,1367.0,4.0,36.0
London,"Lebanese, Mediterranean, Middle Eastern",10282.0,4.5,10.0
Stockholm,unknown,2294.0,2.5,14.0
Brussels,"French, Belgian, Bar, International, European",2580.0,3.5,225.0
London,"Cafe, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",5742.0,3.5,433.0
London,"Indian, Asian, Middle Eastern, Pakistani, Bangladeshi",14552.0,3.0,2.0
Prague,"Italian, European, Czech, Eastern European, Central European",560.0,4.0,142.0
Brussels,Italian,2487.0,3.5,8.0
Paris,American,11032.0,3.5,41.0
Vienna,unknown,947.0,4.5,25.0
London,"Bar, British, Pub",11039.0,4.0,38.0
Vienna,"Austrian, European",3141.0,3.0,
Dublin,"Irish, Cafe, European, Healthy",890.0,5.0,6.0
Rome,"Italian, Pizza, Mediterranean, Brew Pub, Vegetarian Friendly, Vegan Options, Gluten Free Options",596.0,4.0,1405.0
Milan,"Italian, Seafood, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",265.0,4.5,113.0
Paris,unknown,7245.0,4.5,6.0
Paris,"French, European, Vegetarian Friendly",1677.0,4.5,177.0
Vienna,"Austrian, European",2537.0,4.5,13.0
London,Cafe,8976.0,5.0,
Rome,unknown,4646.0,4.0,17.0
London,"Cajun & Creole, Barbecue, American, Bar, Central American, Vegetarian Friendly, Gluten Free Options",474.0,4.0,1152.0
Barcelona,unknown,4190.0,5.0,
Paris,Italian,13183.0,3.0,9.0
Prague,International,1981.0,5.0,3.0
Paris,"French, Bar, European, International, Vegetarian Friendly",1323.0,4.5,137.0
Milan,Italian,2401.0,4.5,12.0
Milan,unknown,4633.0,4.0,2.0
London,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options",2963.0,3.5,1628.0
Berlin,unknown,6160.0,3.0,2.0
Athens,unknown,1220.0,4.0,10.0
Hamburg,unknown,1091.0,5.0,4.0
Budapest,"American, Fast Food",884.0,4.0,20.0
Barcelona,"Argentinean, South American, Steakhouse, Spanish",3246.0,4.0,17.0
Lyon,"French, Cafe",959.0,4.5,28.0
Rome,"Italian, Mediterranean, Bar, Seafood, European, Pub, Vegetarian Friendly",4463.0,3.5,73.0
Madrid,American,7415.0,3.0,74.0
Warsaw,unknown,797.0,4.0,32.0
Paris,unknown,7875.0,4.0,19.0
London,"British, Healthy, Fast Food, Vegetarian Friendly, Vegan Options",11931.0,4.5,17.0
Copenhagen,unknown,1193.0,4.5,13.0
Milan,"Bar, Italian, Cafe, European",2238.0,4.0,103.0
Barcelona,"Mediterranean, Spanish, Wine Bar",1249.0,4.0,185.0
Lyon,unknown,1344.0,5.0,6.0
Vienna,Pizza,3284.0,3.5,4.0
Berlin,German,2897.0,4.5,10.0
Budapest,"Seafood, European",2061.0,4.5,17.0
Warsaw,Sushi,1698.0,4.0,5.0
Helsinki,International,917.0,3.5,13.0
London,"Italian, Pizza, Fast Food, Street Food",16106.0,3.5,2.0
Paris,"French, European",817.0,4.5,301.0
Milan,"Italian, Pizza, Seafood, Mediterranean, European, Soups, Vegetarian Friendly",1431.0,4.0,177.0
Munich,unknown,1820.0,4.5,7.0
Krakow,"Bar, Wine Bar, European",378.0,5.0,69.0
Berlin,unknown,3840.0,4.5,12.0
Edinburgh,"Bar, Pizza, British, Vegetarian Friendly, Gluten Free Options",586.0,4.0,306.0
Berlin,German,4712.0,4.0,4.0
Paris,Vietnamese,12258.0,3.5,7.0
London,"African, Ethiopian",8183.0,5.0,5.0
Barcelona,unknown,2812.0,4.5,17.0
Budapest,"European, International, Hungarian",982.0,4.5,10.0
Berlin,Vegetarian Friendly,6006.0,3.0,114.0
Milan,unknown,5943.0,2.5,2.0
Prague,"European, Czech",2897.0,4.0,5.0
Paris,"Spanish, Delicatessen, Wine Bar",6703.0,4.5,11.0
Lisbon,unknown,864.0,5.0,17.0
Madrid,"Mediterranean, Spanish, European",7955.0,2.5,103.0
Paris,unknown,12591.0,3.0,
Luxembourg,"Mediterranean, European, Spanish, Gluten Free Options",12.0,4.5,434.0
Krakow,"Polish, European, Eastern European, Central European, Vegetarian Friendly, Gluten Free Options, Vegan Options",81.0,4.5,401.0
Berlin,"Japanese, Asian, Vegetarian Friendly",2357.0,4.0,42.0
Barcelona,French,3859.0,4.5,3.0
Berlin,Indian,2506.0,4.5,16.0
Milan,unknown,3387.0,5.0,
Lyon,"French, Vegetarian Friendly",413.0,4.0,103.0
Athens,Barbecue,1685.0,3.0,
Warsaw,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",91.0,4.5,302.0
Barcelona,"Bar, Pub, Wine Bar",3367.0,5.0,15.0
Prague,unknown,3168.0,3.5,4.0
Budapest,"Italian, Pizza, European, Soups, Hungarian",1111.0,4.5,15.0
Rome,unknown,5941.0,4.5,3.0
London,"British, Vegetarian Friendly, Vegan Options, Gluten Free Options",526.0,5.0,73.0
Paris,unknown,1984.0,5.0,26.0
Madrid,Spanish,6573.0,4.0,4.0
Paris,"French, Spanish",7024.0,4.5,18.0
Geneva,unknown,1005.0,4.0,6.0
Dublin,International,1424.0,4.0,8.0
Milan,Fast Food,3634.0,4.5,3.0
Budapest,Soups,1760.0,4.0,9.0
Rome,"Italian, European, Mediterranean, Vegetarian Friendly, Gluten Free Options",1647.0,4.5,130.0
Vienna,"Austrian, European, Central European, Gluten Free Options",77.0,4.5,591.0
Madrid,Spanish,2410.0,4.0,66.0
Hamburg,unknown,2556.0,3.5,2.0
London,"Bar, British, Pub",6858.0,4.0,91.0
Edinburgh,"Steakhouse, European, British, Scottish, Contemporary, Gluten Free Options",119.0,4.5,1751.0
Madrid,"Japanese, Asian, Pub, Soups, Vegetarian Friendly, Vegan Options",650.0,4.5,90.0
Paris,Italian,11668.0,3.5,29.0
Lisbon,unknown,2087.0,5.0,2.0
Athens,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",174.0,4.5,218.0
Milan,Pizza,2961.0,4.0,18.0
Stockholm,African,1990.0,3.5,3.0
Madrid,"Belgian, Dutch, European",7317.0,3.0,
Madrid,unknown,4772.0,4.5,3.0
Lisbon,Barbecue,1589.0,3.5,78.0
Berlin,Chinese,2826.0,5.0,2.0
Prague,"Italian, Mediterranean, European, Czech, Vegetarian Friendly",2637.0,3.0,803.0
Hamburg,"Asian, Fusion, Vietnamese, Vegetarian Friendly, Vegan Options",97.0,5.0,59.0
Rome,"Italian, Mediterranean, European, Vegetarian Friendly, Gluten Free Options",1364.0,3.5,1270.0
Barcelona,"American, Fast Food, Vegetarian Friendly",15.0,4.5,839.0
Lyon,"American, Bar, Pub, Mexican, European",1138.0,3.5,179.0
Lyon,French,1657.0,4.5,2.0
Brussels,unknown,2801.0,3.0,13.0
Hamburg,"Seafood, Delicatessen",1019.0,4.0,68.0
Zurich,unknown,1399.0,3.0,10.0
Paris,unknown,7674.0,4.5,8.0
Lisbon,"European, Portuguese",2113.0,5.0,
London,"Japanese, Asian, Vegetarian Friendly",798.0,4.0,900.0
London,unknown,16051.0,2.0,
Rome,"Italian, Pizza, Fast Food, Vegetarian Friendly, Vegan Options",167.0,4.5,1013.0
Brussels,"Filipino, Asian",1060.0,4.5,23.0
London,"Japanese, Sushi, Asian",5354.0,4.5,16.0
Madrid,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options",479.0,4.0,472.0
Lisbon,Indian,3069.0,3.5,20.0
London,"Asian, Vietnamese, Street Food, Vegetarian Friendly, Vegan Options, Gluten Free Options",592.0,4.0,414.0
Milan,"Italian, Mediterranean",2173.0,3.5,717.0
Paris,"Italian, Pizza, Seafood, Mediterranean, Vegetarian Friendly",6162.0,4.0,62.0
Barcelona,Pizza,3693.0,4.0,18.0
Milan,"Italian, Pizza, Seafood, Mediterranean, Vegetarian Friendly, Gluten Free Options",502.0,4.0,620.0
Prague,"European, Czech",2141.0,4.5,25.0
Vienna,"European, Hungarian, Vegan Options",2698.0,4.0,
Prague,"Pizza, Fast Food, Italian",1035.0,4.5,19.0
London,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Gluten Free Options",12931.0,3.5,109.0
Copenhagen,"European, Scandinavian, Danish, International",1477.0,3.5,191.0
Budapest,"European, Hungarian",1948.0,4.0,
Lisbon,"Indian, Vegetarian Friendly, Vegan Options, Halal",1689.0,4.0,38.0
London,unknown,13428.0,3.5,7.0
Paris,"French, American",3750.0,5.0,11.0
Warsaw,"Bar, International, European, Pub, Vegetarian Friendly",542.0,4.0,50.0
Hamburg,"German, Central European, European",1615.0,3.5,29.0
Amsterdam,"Asian, Thai, Vegetarian Friendly, Vegan Options",1069.0,4.5,47.0
Rome,"Japanese, Seafood, Sushi, Asian, Soups, Fusion",3118.0,4.0,301.0
Barcelona,Contemporary,3021.0,4.0,16.0
London,"Brazilian, Bar",8102.0,4.0,108.0
Amsterdam,"American, Fast Food, Bar, European, Vegetarian Friendly",869.0,4.0,84.0
Vienna,Greek,903.0,4.5,19.0
Milan,unknown,2921.0,4.5,13.0
Helsinki,"Mediterranean, Italian",827.0,3.0,10.0
Stockholm,"Seafood, European, Swedish",2177.0,3.0,4.0
Dublin,Middle Eastern,1316.0,4.0,25.0
Prague,Fast Food,1786.0,4.0,23.0
Edinburgh,unknown,1038.0,4.0,13.0
Barcelona,"Mediterranean, Spanish",5148.0,3.5,59.0
Dublin,"Irish, Cafe, Healthy, Soups, Vegetarian Friendly",952.0,4.0,15.0
London,"Cafe, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",2581.0,4.0,270.0
Berlin,German,6200.0,3.5,4.0
Zurich,unknown,1171.0,4.0,4.0
Luxembourg,Italian,476.0,3.5,18.0
Paris,unknown,13658.0,2.0,6.0
London,unknown,13214.0,4.0,4.0
London,unknown,14749.0,3.0,
Milan,"Pizza, Mediterranean, Vegetarian Friendly, Vegan Options",1141.0,4.5,55.0
Prague,unknown,3293.0,4.0,6.0
Paris,"Fast Food, International, Healthy, Soups, Vegetarian Friendly, Vegan Options, Gluten Free Options",3659.0,4.0,35.0
Madrid,"Mediterranean, Spanish",6236.0,3.0,55.0
Paris,French,7068.0,4.5,31.0
Stockholm,"Italian, Pizza, European, Vegetarian Friendly, Vegan Options",462.0,4.0,65.0
Lisbon,"European, Portuguese",2587.0,4.0,4.0
London,"Chinese, Asian",13036.0,3.5,20.0
London,"Middle Eastern, Lebanese, Fast Food, Mediterranean, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options",11181.0,3.5,67.0
Munich,"European, Vegetarian Friendly",698.0,4.5,90.0
Madrid,"Cafe, Fast Food, Spanish, European, Vegetarian Friendly",3247.0,3.5,82.0
Rome,"Italian, Brew Pub, Pub, Wine Bar",2041.0,4.5,39.0
Brussels,"Italian, American, Pizza",1593.0,5.0,
Lisbon,unknown,1128.0,5.0,14.0
Paris,Indian,5706.0,4.5,20.0
Berlin,unknown,2850.0,5.0,3.0
Rome,"Italian, Bar, Pizza, Delicatessen, Pub",5305.0,4.0,25.0
Oslo,"Polish, European, Grill, Norwegian",1070.0,3.0,2.0
Paris,unknown,8797.0,4.5,5.0
Budapest,"European, Central European, Hungarian",2078.0,3.0,47.0
Rome,"Italian, Mediterranean, Wine Bar, Gluten Free Options",3351.0,4.0,133.0
London,Wine Bar,7855.0,4.5,7.0
Madrid,Italian,2182.0,4.5,14.0
London,unknown,14062.0,3.0,7.0
Prague,"Asian, Korean, Vegetarian Friendly",1097.0,4.5,14.0
London,"Cafe, Italian",15670.0,3.0,14.0
Helsinki,Chinese,571.0,5.0,
Vienna,"Bar, Pub, Italian, Cafe",1324.0,4.0,20.0
Paris,"French, Bar, Pub",4809.0,4.5,40.0
London,Contemporary,13492.0,4.0,10.0
Stockholm,"Middle Eastern, Persian",1379.0,4.5,9.0
Hamburg,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",713.0,3.5,117.0
Madrid,unknown,7449.0,3.0,39.0
Zurich,"Swiss, Mediterranean, European, Vegetarian Friendly",790.0,4.0,17.0
London,Pizza,16009.0,2.0,
Brussels,"Fast Food, Turkish, Middle Eastern, Halal, Vegetarian Friendly",745.0,4.0,91.0
Munich,German,1627.0,3.5,34.0
Luxembourg,unknown,477.0,4.0,
Athens,unknown,695.0,4.5,7.0
Madrid,unknown,1242.0,4.5,32.0
Krakow,Vegetarian Friendly,437.0,4.5,18.0
Paris,"Italian, French",7231.0,4.5,22.0
London,"British, European",7631.0,4.0,29.0
Vienna,unknown,2225.0,4.0,17.0
Paris,"French, International, Pub, Gastropub",11115.0,3.5,5.0
Barcelona,unknown,7239.0,3.0,52.0
Lisbon,Seafood,3365.0,3.5,27.0
London,"American, Bar, Vegetarian Friendly, Gluten Free Options",1684.0,4.0,448.0
Lisbon,"Portuguese, Wine Bar, Bar, Mediterranean, Pub",170.0,5.0,114.0
Barcelona,"Asian, Korean, Vegetarian Friendly",5566.0,4.0,39.0
Hamburg,unknown,972.0,4.5,8.0
Amsterdam,Steakhouse,2598.0,4.5,4.0
Zurich,Thai,1179.0,4.0,16.0
Barcelona,Spanish,5442.0,4.0,11.0
Lisbon,"Pizza, Italian, Mediterranean, European, Portuguese",2385.0,4.0,28.0
Lyon,"Asian, Thai, Vegetarian Friendly",231.0,4.0,233.0
London,unknown,8194.0,5.0,2.0
Amsterdam,"Indonesian, Tibetan, Vegetarian Friendly, Vegan Options, Gluten Free Options",517.0,4.0,164.0
Paris,"Japanese, Sushi",6580.0,4.0,55.0
Zurich,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",239.0,4.0,217.0
Hamburg,unknown,474.0,4.5,29.0
Athens,"Seafood, Mediterranean, Greek, Vegetarian Friendly",362.0,4.5,47.0
