Index,Nationality,Age,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,DistributionChannel,var,value
13501,BEL,21,42,496.8,84,0,Travel Agent/Operator,BookingsNoShowed,0
13502,NLD,22,42,1490.4,261,0,Travel Agent/Operator,BookingsNoShowed,0
13503,FRA,31,34,727.2,41.5,0,Travel Agent/Operator,BookingsNoShowed,0
13504,ESP,27,35,297,40.5,0,Travel Agent/Operator,BookingsNoShowed,0
13505,BEL,20,6,963,171,0,Direct,BookingsNoShowed,0
13506,USA,76,3,128,14,0,Direct,BookingsNoShowed,0
13507,CHN,55,53,178.2,44,0,Travel Agent/Operator,BookingsNoShowed,0
13508,PRT,30,12,119,2,0,Travel Agent/Operator,BookingsNoShowed,0
13509,PRT,22,0,149,2,0,Direct,BookingsNoShowed,0
13510,FRA,26,30,290.2,56,0,Travel Agent/Operator,BookingsNoShowed,0
13511,NLD,72,9,612,129.8,0,Travel Agent/Operator,BookingsNoShowed,0
13512,ESP,39,46,198,24,0,Travel Agent/Operator,BookingsNoShowed,0
13513,ESP,51,49,97.8,14,0,Travel Agent/Operator,BookingsNoShowed,0
13514,FIN,33,81,533.72,126,0,Travel Agent/Operator,BookingsNoShowed,0
13515,NLD,48,216,298.8,168.5,0,Travel Agent/Operator,BookingsNoShowed,0
13516,JPN,75,0,432,21,0,Direct,BookingsNoShowed,0
13517,PRT,8,1,231,31,0,Travel Agent/Operator,BookingsNoShowed,0
13518,FRA,53,59,745.2,559.5,0,Travel Agent/Operator,BookingsNoShowed,0
13519,PRT,32,46,503.1,10,0,Travel Agent/Operator,BookingsNoShowed,0
13520,GBR,37,3,86.35,10.5,0,Travel Agent/Operator,BookingsNoShowed,0
13521,NLD,31,27,418,335,0,Travel Agent/Operator,BookingsNoShowed,0
13522,GBR,27,185,365.98,12,0,Travel Agent/Operator,BookingsNoShowed,0
13523,DEU,23,59,293.4,67.5,0,Travel Agent/Operator,BookingsNoShowed,0
13524,USA,41,0,94.1,14.2,0,Travel Agent/Operator,BookingsNoShowed,0
13525,GBR,54,8,357,6,0,Travel Agent/Operator,BookingsNoShowed,0
13527,ITA,41,15,416,71,0,Travel Agent/Operator,BookingsNoShowed,0
13528,NOR,58,144,412.2,170,0,Travel Agent/Operator,BookingsNoShowed,0
13529,FRA,28,50,438,47,0,Direct,BookingsNoShowed,0
13530,BRA,44,78,403.2,92.8,0,Travel Agent/Operator,BookingsNoShowed,0
13531,FRA,70,0,330,48,0,Travel Agent/Operator,BookingsNoShowed,0
13532,ITA,32,66,174.6,6.5,0,Travel Agent/Operator,BookingsNoShowed,0
13533,ESP,30,66,87.3,11,0,Travel Agent/Operator,BookingsNoShowed,0
13534,CAN,60,64,140.9,49.5,0,Direct,BookingsNoShowed,0
13535,GBR,75,66,482.4,55,0,Travel Agent/Operator,BookingsNoShowed,0
13536,FRA,61,141,561.61,351.5,0,Travel Agent/Operator,BookingsNoShowed,0
13537,DEU,52,317,282.6,65.5,0,Travel Agent/Operator,BookingsNoShowed,0
13538,DEU,51,317,282.6,42,0,Travel Agent/Operator,BookingsNoShowed,0
13539,USA,54,182,85.71,14,0,Travel Agent/Operator,BookingsNoShowed,0
13540,NLD,39,111,260.7,30,0,Travel Agent/Operator,BookingsNoShowed,0
13541,FRA,24,59,333.9,42,0,Travel Agent/Operator,BookingsNoShowed,0
13542,CHE,53,308,206.07,84.5,0,Travel Agent/Operator,BookingsNoShowed,0
13543,GBR,52,188,348.3,48.5,0,Travel Agent/Operator,BookingsNoShowed,0
13544,ESP,30,66,362.7,42,0,Travel Agent/Operator,BookingsNoShowed,0
13545,ESP,41,66,1088.1,207,0,Travel Agent/Operator,BookingsNoShowed,0
13546,PRT,58,44,101.05,14,0,Direct,BookingsNoShowed,0
13547,DEU,64,213,424.6,73.5,0,Travel Agent/Operator,BookingsNoShowed,0
13548,FRA,52,15,472,112,0,Travel Agent/Operator,BookingsNoShowed,0
13549,DEU,64,213,1273.8,180.5,0,Travel Agent/Operator,BookingsNoShowed,0
13550,ITA,27,62,293.4,42,0,Travel Agent/Operator,BookingsNoShowed,0
13551,ESP,38,30,509.4,107,0,Travel Agent/Operator,BookingsNoShowed,0
13552,FRA,44,200,373.6,92,0,Travel Agent/Operator,BookingsNoShowed,0
13553,FRA,39,11,248,46.5,0,Travel Agent/Operator,BookingsNoShowed,0
13554,FRA,35,87,477.6,95.5,0,Travel Agent/Operator,BookingsNoShowed,0
13555,PRT,42,30,378.2,92,0,Travel Agent/Operator,BookingsNoShowed,0
13556,CHE,32,15,252,28,0,Travel Agent/Operator,BookingsNoShowed,0
13557,DEU,19,40,297,63.5,0,Travel Agent/Operator,BookingsNoShowed,0
13558,DEU,55,40,297,481.5,0,Travel Agent/Operator,BookingsNoShowed,0
13559,ESP,46,66,1088.1,207,0,Travel Agent/Operator,BookingsNoShowed,0
13560,BEL,29,156,597.6,84,0,Travel Agent/Operator,BookingsNoShowed,0
13561,DEU,28,53,333.9,42,0,Travel Agent/Operator,BookingsNoShowed,0
13562,TUR,30,46,787.2,105,0,Travel Agent/Operator,BookingsNoShowed,0
13563,GBR,28,57,222.6,87.5,0,Travel Agent/Operator,BookingsNoShowed,0
13564,RUS,65,220,168.6,30.5,0,Travel Agent/Operator,BookingsNoShowed,0
13565,FRA,31,150,513.3,93,0,Travel Agent/Operator,BookingsNoShowed,0
13566,ESP,31,59,333.9,44.5,0,Travel Agent/Operator,BookingsNoShowed,0
13567,NLD,31,24,330,42,0,Travel Agent/Operator,BookingsNoShowed,0
13568,DEU,24,43,297,44,0,Travel Agent/Operator,BookingsNoShowed,0
13569,IRL,32,62,293.4,42,0,Travel Agent/Operator,BookingsNoShowed,0
13570,BEL,59,1,149,22,0,Travel Agent/Operator,BookingsNoShowed,0
13571,AUT,53,40,1851.3,276,0,Travel Agent/Operator,BookingsNoShowed,0
13572,DEU,33,59,391.2,67,0,Travel Agent/Operator,BookingsNoShowed,0
13573,AUT,52,40,2355.3,456,0,Travel Agent/Operator,BookingsNoShowed,0
13574,VEN,32,23,440,10.5,0,Travel Agent/Operator,BookingsNoShowed,0
13575,GBR,57,50,259.92,42,0,Travel Agent/Operator,BookingsNoShowed,0
13576,DEU,50,40,326.28,134.72,0,Travel Agent/Operator,BookingsNoShowed,0
13577,BEL,27,0,417.39,6,0,Direct,BookingsNoShowed,0
13578,GBR,43,28,450,259,0,Direct,BookingsNoShowed,0
13579,USA,34,62,293.4,42,0,Travel Agent/Operator,BookingsNoShowed,0
13580,GBR,69,63,97.8,50,0,Travel Agent/Operator,BookingsNoShowed,0
13581,POL,52,55,333.9,48,0,Travel Agent/Operator,BookingsNoShowed,0
13582,POL,61,55,293.4,54,0,Travel Agent/Operator,BookingsNoShowed,0
13583,PRT,46,63,99,2,0,Travel Agent/Operator,BookingsNoShowed,0
13584,BEL,28,51,779.1,232.1,0,Travel Agent/Operator,BookingsNoShowed,0
13585,FRA,54,68,716.4,84,0,Travel Agent/Operator,BookingsNoShowed,0
13586,DEU,79,217,289,44.5,0,Travel Agent/Operator,BookingsNoShowed,0
13587,ITA,66,5,108,91,0,Travel Agent/Operator,BookingsNoShowed,0
13588,NOR,58,142,847,302.5,0,Direct,BookingsNoShowed,0
13589,ITA,72,233,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13590,ITA,56,233,104,46.5,0,Travel Agent/Operator,BookingsNoShowed,0
13591,SWE,64,96,592.2,84,0,Travel Agent/Operator,BookingsNoShowed,0
13592,ITA,48,138,152.4,132,0,Travel Agent/Operator,BookingsNoShowed,0
13593,NOR,76,144,459.27,136,0,Travel Agent/Operator,BookingsNoShowed,0
13594,ESP,43,52,489.2,196.8,0,Travel Agent/Operator,BookingsNoShowed,0
13595,NOR,58,143,446.57,180.5,0,Travel Agent/Operator,BookingsNoShowed,0
13596,ITA,76,233,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13597,ITA,69,5,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13598,ITA,74,138,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13599,ITA,66,233,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13600,ITA,40,138,108,101,0,Travel Agent/Operator,BookingsNoShowed,0
13601,ITA,85,233,0,2,0,Travel Agent/Operator,BookingsNoShowed,0
13602,PRT,46,233,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13603,ITA,52,138,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13604,ITA,73,5,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13605,ITA,64,138,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13606,PRT,36,149,216.75,31.5,0,Travel Agent/Operator,BookingsNoShowed,0
13607,ITA,68,233,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13608,AUS,36,18,236,22,0,Travel Agent/Operator,BookingsNoShowed,0
13609,CHE,39,64,344.4,131,0,Travel Agent/Operator,BookingsNoShowed,0
13610,ITA,76,233,108,105,0,Travel Agent/Operator,BookingsNoShowed,0
13611,ITA,71,233,108,88,0,Travel Agent/Operator,BookingsNoShowed,0
13612,RUS,62,44,787.2,98,0,Travel Agent/Operator,BookingsNoShowed,0
13613,DEU,28,217,289,64.5,0,Travel Agent/Operator,BookingsNoShowed,0
13614,DEU,35,226,289,42,0,Travel Agent/Operator,BookingsNoShowed,0
13615,DEU,56,169,289,21,0,Travel Agent/Operator,BookingsNoShowed,0
13616,THA,48,26,110,14,0,Travel Agent/Operator,BookingsNoShowed,0
13617,COL,63,65,261.9,88,0,Travel Agent/Operator,BookingsNoShowed,0
13618,BEL,50,6,121.63,2,0,Direct,BookingsNoShowed,0
13619,ESP,52,47,372.6,161.5,0,Travel Agent/Operator,BookingsNoShowed,0
13620,AUT,62,61,391.2,202,0,Travel Agent/Operator,BookingsNoShowed,0
13621,NLD,49,230,254.7,21,0,Travel Agent/Operator,BookingsNoShowed,0
13622,IRL,29,17,126,14,0,Travel Agent/Operator,BookingsNoShowed,0
13623,DEU,35,53,707.35,98,0,Direct,BookingsNoShowed,0
13624,FRA,53,41,556.5,114,0,Travel Agent/Operator,BookingsNoShowed,0
13625,PRT,46,83,92.65,18.5,0,Travel Agent/Operator,BookingsNoShowed,0
13626,ITA,41,22,921,301,0,Direct,BookingsNoShowed,0
13628,ESP,59,63,496.8,86.5,0,Travel Agent/Operator,BookingsNoShowed,0
13629,DEU,59,227,480.25,73.5,0,Travel Agent/Operator,BookingsNoShowed,0
13630,DEU,71,230,252.9,48.5,0,Travel Agent/Operator,BookingsNoShowed,0
13631,DEU,57,230,758.7,114,0,Travel Agent/Operator,BookingsNoShowed,0
13632,DEU,61,230,758.7,114,0,Travel Agent/Operator,BookingsNoShowed,0
13633,ESP,64,58,333.9,84,0,Travel Agent/Operator,BookingsNoShowed,0
13634,ISR,55,53,667.8,93,0,Travel Agent/Operator,BookingsNoShowed,0
13635,DEU,39,32,248.82,42,0,Travel Agent/Operator,BookingsNoShowed,0
13636,ESP,61,50,422.1,185.4,0,Travel Agent/Operator,BookingsNoShowed,0
13637,FRA,60,228,394.75,70,0,Travel Agent/Operator,BookingsNoShowed,0
13638,ITA,58,55,496.8,84,0,Travel Agent/Operator,BookingsNoShowed,0
13639,BGR,58,46,372.6,104.5,0,Travel Agent/Operator,BookingsNoShowed,0
13640,BEL,42,14,401,69,0,Travel Agent/Operator,BookingsNoShowed,0
13641,ESP,46,31,540.9,215.4,0,Travel Agent/Operator,BookingsNoShowed,0
13642,FRA,62,77,450.9,123.5,0,Travel Agent/Operator,BookingsNoShowed,0
13643,FRA,38,68,604.48,49,0,Travel Agent/Operator,BookingsNoShowed,0
13644,PRT,38,43,333.9,60.6,0,Travel Agent/Operator,BookingsNoShowed,0
13645,PRT,29,66,172.2,28,0,Travel Agent/Operator,BookingsNoShowed,0
13646,DEU,29,65,261.9,187,0,Travel Agent/Operator,BookingsNoShowed,0
13648,AUT,30,104,352.8,72.5,0,Travel Agent/Operator,BookingsNoShowed,0
13649,PRT,46,233,108,90.5,0,Travel Agent/Operator,BookingsNoShowed,0
13650,DEU,24,217,289,70.5,0,Travel Agent/Operator,BookingsNoShowed,0
13651,GBR,26,51,391,81,0,Travel Agent/Operator,BookingsNoShowed,0
13652,DEU,32,12,541.24,125,0,Travel Agent/Operator,BookingsNoShowed,0
13653,CHE,65,48,373.5,55,0,Travel Agent/Operator,BookingsNoShowed,0
13654,GBR,54,173,337.72,111.5,0,Travel Agent/Operator,BookingsNoShowed,0
13655,ESP,51,14,768,86.5,0,Travel Agent/Operator,BookingsNoShowed,0
13656,DEU,62,230,758.7,114,0,Travel Agent/Operator,BookingsNoShowed,0
13657,PRT,34,104,1058.4,126,0,Travel Agent/Operator,BookingsNoShowed,0
13658,FRA,33,26,220,53.5,0,Travel Agent/Operator,BookingsNoShowed,0
13659,GBR,45,92,411.3,60.5,0,Travel Agent/Operator,BookingsNoShowed,0
13660,DEU,65,128,1069.2,159,0,Travel Agent/Operator,BookingsNoShowed,0
13661,GBR,65,55,222.6,94.5,0,Travel Agent/Operator,BookingsNoShowed,0
13662,GBR,42,32,317.52,63.9,0,Travel Agent/Operator,BookingsNoShowed,0
13663,NOR,49,15,423,1030.8,0,Travel Agent/Operator,BookingsNoShowed,0
13664,PRT,57,0,303,82.1,0,Direct,BookingsNoShowed,0
13665,ISR,21,53,495.9,74.5,0,Travel Agent/Operator,BookingsNoShowed,0
13666,GBR,56,130,216.75,34.5,0,Travel Agent/Operator,BookingsNoShowed,0
13667,GBR,60,58,99,2,0,Travel Agent/Operator,BookingsNoShowed,0
13668,DEU,65,186,289,42,0,Travel Agent/Operator,BookingsNoShowed,0
13669,ARG,51,8,262.6,43.5,0,Travel Agent/Operator,BookingsNoShowed,0
13670,IRL,34,51,99,2,0,Travel Agent/Operator,BookingsNoShowed,0
13671,ITA,62,208,377.7,111.6,0,Travel Agent/Operator,BookingsNoShowed,0
13672,PRT,29,200,555.85,186,0,Travel Agent/Operator,BookingsNoShowed,0
13673,SWE,41,49,195.6,46,0,Travel Agent/Operator,BookingsNoShowed,0
13674,DNK,36,61,391.2,97,0,Travel Agent/Operator,BookingsNoShowed,0
13675,DEU,38,11,106.88,7,0,Corporate,BookingsNoShowed,0
13676,ESP,51,33,491.4,108,0,Travel Agent/Operator,BookingsNoShowed,0
13677,CHN,56,5,132,21,0,Direct,BookingsNoShowed,0
13678,ESP,31,63,430.5,124,0,Travel Agent/Operator,BookingsNoShowed,0
13679,USA,37,62,293.4,42,0,Travel Agent/Operator,BookingsNoShowed,0
13680,PRT,46,48,222,30,0,Travel Agent/Operator,BookingsNoShowed,0
13681,CAN,46,52,79.2,3,0,Travel Agent/Operator,BookingsNoShowed,0
13682,NLD,34,133,175.44,40.4,0,Travel Agent/Operator,BookingsNoShowed,0
13683,SWE,57,174,1294.2,168,0,Travel Agent/Operator,BookingsNoShowed,0
13684,NLD,60,180,344.7,61.5,0,Travel Agent/Operator,BookingsNoShowed,0
13685,SWE,57,174,1294.2,168,0,Travel Agent/Operator,BookingsNoShowed,0
13686,SWE,57,174,1294.2,168,0,Travel Agent/Operator,BookingsNoShowed,0
13687,POL,39,18,224,52,0,Travel Agent/Operator,BookingsNoShowed,0
13688,FRA,47,15,119,31,0,Travel Agent/Operator,BookingsNoShowed,0
13689,DEU,62,222,788.4,116.5,0,Travel Agent/Operator,BookingsNoShowed,0
13690,DEU,54,222,262.8,42,0,Travel Agent/Operator,BookingsNoShowed,0
13691,NLD,58,180,344.7,71.5,0,Travel Agent/Operator,BookingsNoShowed,0
13692,ESP,49,42,777,238.5,0,Travel Agent/Operator,BookingsNoShowed,0
13693,USA,62,23,81.94,48.5,0,Travel Agent/Operator,BookingsNoShowed,0
13694,PRT,46,1,125.25,8,0,Direct,BookingsNoShowed,0
13695,GBR,26,58,297,6,0,Travel Agent/Operator,BookingsNoShowed,0
13696,DEU,49,11,534.4,42.5,0,Corporate,BookingsNoShowed,0
13697,ITA,62,91,901.8,195,0,Travel Agent/Operator,BookingsNoShowed,0
13698,GBR,41,51,261.9,36,0,Travel Agent/Operator,BookingsNoShowed,0
13699,ESP,33,81,375.3,15,0,Travel Agent/Operator,BookingsNoShowed,0
13700,BRA,39,68,523.8,324,0,Travel Agent/Operator,BookingsNoShowed,0
13701,PRT,77,48,586.8,84,0,Travel Agent/Operator,BookingsNoShowed,0
13702,DEU,30,64,391.2,66,0,Travel Agent/Operator,BookingsNoShowed,0
13703,ESP,50,65,397.2,116,0,Travel Agent/Operator,BookingsNoShowed,0
13704,SWE,57,174,431.4,56,0,Travel Agent/Operator,BookingsNoShowed,0
13705,ESP,59,5,548.1,114,0,Travel Agent/Operator,BookingsNoShowed,0
13706,IRN,42,36,257.04,48,0,Travel Agent/Operator,BookingsNoShowed,0
13707,DEU,27,55,594,86,0,Travel Agent/Operator,BookingsNoShowed,0
13708,USA,69,50,687.5,72,0,Direct,BookingsNoShowed,0
13709,CHE,42,26,418.89,58,0,Corporate,BookingsNoShowed,0
13710,PRT,32,65,86.1,30,0,Travel Agent/Operator,BookingsNoShowed,0
13711,SWE,48,56,433.5,87,0,Travel Agent/Operator,BookingsNoShowed,0
13712,GBR,66,142,277.95,82.5,0,Travel Agent/Operator,BookingsNoShowed,0
13713,DEU,49,205,128.1,17,0,Travel Agent/Operator,BookingsNoShowed,0
13714,AUT,34,139,164.9,23.5,0,Travel Agent/Operator,BookingsNoShowed,0
13715,DEU,55,64,173.1,28,0,Travel Agent/Operator,BookingsNoShowed,0
13716,ESP,55,61,289,160,0,Travel Agent/Operator,BookingsNoShowed,0
13717,ESP,52,61,289,180,0,Travel Agent/Operator,BookingsNoShowed,0
13718,DEU,53,31,87.3,22,0,Travel Agent/Operator,BookingsNoShowed,0
13719,PRT,46,1,89,7,0,Corporate,BookingsNoShowed,0
13720,BEL,70,124,385.8,141.1,0,Travel Agent/Operator,BookingsNoShowed,0
13721,NLD,59,4,750,75.5,0,Travel Agent/Operator,BookingsNoShowed,0
13722,DEU,52,236,329.8,144,0,Travel Agent/Operator,BookingsNoShowed,0
13723,DEU,24,94,369.92,154.8,0,Travel Agent/Operator,BookingsNoShowed,0
13724,GBR,47,213,247.35,36.5,0,Travel Agent/Operator,BookingsNoShowed,0
13725,PRT,46,1,106.26,59.93,0,Direct,BookingsNoShowed,0
13726,FRA,35,1,298,48,0,Travel Agent/Operator,BookingsNoShowed,0
13727,DEU,58,238,334.5,56,0,Travel Agent/Operator,BookingsNoShowed,0
13728,FRA,37,63,379.5,64.31,0,Travel Agent/Operator,BookingsNoShowed,0
13729,DEU,39,84,375.3,139.5,0,Travel Agent/Operator,BookingsNoShowed,0
13730,DEU,35,84,375.3,83,0,Travel Agent/Operator,BookingsNoShowed,0
13731,NLD,33,53,656.1,92,0,Travel Agent/Operator,BookingsNoShowed,0
13732,FRA,23,45,210.9,28,0,Travel Agent/Operator,BookingsNoShowed,0
13733,NLD,49,204,289,45,0,Travel Agent/Operator,BookingsNoShowed,0
13734,ITA,34,94,359.72,87,0,Travel Agent/Operator,BookingsNoShowed,0
13735,NLD,81,204,289,58,0,Travel Agent/Operator,BookingsNoShowed,0
13736,CAN,64,86,329.8,91.5,0,Travel Agent/Operator,BookingsNoShowed,0
13737,PRT,51,13,426,100.5,0,Travel Agent/Operator,BookingsNoShowed,0
13738,CAN,63,86,329.8,42,0,Travel Agent/Operator,BookingsNoShowed,0
13739,NOR,68,47,899.7,116,0,Travel Agent/Operator,BookingsNoShowed,0
13740,NLD,29,53,656.1,99.5,0,Travel Agent/Operator,BookingsNoShowed,0
13741,FRA,74,63,597.6,89,0,Travel Agent/Operator,BookingsNoShowed,0
13742,KOR,39,67,225.9,47,0,Direct,BookingsNoShowed,0
13743,PRT,46,8,156.3,98,0,Direct,BookingsNoShowed,0
13744,NLD,33,53,656.2,156.5,0,Travel Agent/Operator,BookingsNoShowed,0
13745,PRT,36,79,193.5,39,0,Travel Agent/Operator,BookingsNoShowed,0
13746,DEU,29,91,495.6,97,0,Travel Agent/Operator,BookingsNoShowed,0
13747,GBR,26,6,488.95,230.8,0,Travel Agent/Operator,BookingsNoShowed,0
13748,SVK,43,14,258,218.4,0,Direct,BookingsNoShowed,0
13749,MAR,28,63,379.5,56,0,Travel Agent/Operator,BookingsNoShowed,0
13750,PRT,81,64,222.3,22,0,Travel Agent/Operator,BookingsNoShowed,0
13751,GBR,62,165,662.25,105,0,Travel Agent/Operator,BookingsNoShowed,0
13752,PRT,59,0,188,14,0,Direct,BookingsNoShowed,0
13753,USA,30,40,137.4,14,0,Direct,BookingsNoShowed,0
13754,DEU,36,40,174.6,7,0,Travel Agent/Operator,BookingsNoShowed,0
13755,DEU,42,47,421.8,56,0,Travel Agent/Operator,BookingsNoShowed,0
13756,RUS,50,61,669.6,42,0,Travel Agent/Operator,BookingsNoShowed,0
13757,DEU,60,41,511.8,56,0,Travel Agent/Operator,BookingsNoShowed,0
13758,ROU,42,136,289,42,0,Travel Agent/Operator,BookingsNoShowed,0
13759,AUT,23,143,344.7,42,0,Travel Agent/Operator,BookingsNoShowed,0
13760,BRA,48,49,471.6,7.5,0,Travel Agent/Operator,BookingsNoShowed,0
13761,DEU,57,205,344.7,93,0,Travel Agent/Operator,BookingsNoShowed,0
13762,PRT,42,9,891,185,0,Corporate,BookingsNoShowed,0
13763,FIN,37,19,236,4,0,Travel Agent/Operator,BookingsNoShowed,0
13764,GBR,31,21,118,8,0,Travel Agent/Operator,BookingsNoShowed,0
13765,GBR,44,224,343.85,66,0,Travel Agent/Operator,BookingsNoShowed,0
13766,IRL,52,64,602.7,98,0,Travel Agent/Operator,BookingsNoShowed,0
13767,GBR,33,64,367.8,58.5,0,Travel Agent/Operator,BookingsNoShowed,0
13768,GBR,70,99,375.3,30,0,Travel Agent/Operator,BookingsNoShowed,0
13769,PRT,46,28,293.1,57,0,Travel Agent/Operator,BookingsNoShowed,0
13770,FRA,37,46,86.1,38,0,Travel Agent/Operator,BookingsNoShowed,0
13771,PRT,46,0,0,0,0,Direct,BookingsNoShowed,0
13772,FRA,55,163,377.7,120.6,0,Travel Agent/Operator,BookingsNoShowed,0
13773,PRT,31,126,154.48,28,0,Travel Agent/Operator,BookingsNoShowed,0
13774,PRT,46,54,162.6,14,0,Direct,BookingsNoShowed,0
13775,BRA,57,66,270,42,0,Travel Agent/Operator,BookingsNoShowed,0
13776,BEL,37,141,539.4,80,0,Travel Agent/Operator,BookingsNoShowed,0
13777,BEL,36,141,486.6,66,0,Travel Agent/Operator,BookingsNoShowed,0
13778,BEL,34,56,421.8,213.5,0,Travel Agent/Operator,BookingsNoShowed,0
13779,FRA,31,44,86.1,14,0,Travel Agent/Operator,BookingsNoShowed,0
13780,DEU,57,203,216.75,31.5,0,Travel Agent/Operator,BookingsNoShowed,0
13781,PRT,54,203,216.75,31.5,0,Travel Agent/Operator,BookingsNoShowed,0
13782,ESP,65,119,505.75,93,0,Travel Agent/Operator,BookingsNoShowed,0
13783,PRT,52,31,493.96,111,0,Travel Agent/Operator,BookingsNoShowed,0
13784,DEU,50,137,229.8,89,0,Travel Agent/Operator,BookingsNoShowed,0
13785,FRA,55,63,367.8,96.5,0,Travel Agent/Operator,BookingsNoShowed,0
13786,DEU,41,67,190.62,56.5,0,Travel Agent/Operator,BookingsNoShowed,0
13787,FRA,69,190,723.6,300,0,Travel Agent/Operator,BookingsNoShowed,0
13788,ESP,16,62,310.5,39,0,Travel Agent/Operator,BookingsNoShowed,0
13789,ESP,59,62,931.5,207,0,Travel Agent/Operator,BookingsNoShowed,0
13790,DEU,54,234,282.6,60,0,Travel Agent/Operator,BookingsNoShowed,0
13791,DEU,68,33,761.16,326.9,0,Travel Agent/Operator,BookingsNoShowed,0
13792,GBR,62,233,378.4,65.5,0,Travel Agent/Operator,BookingsNoShowed,0
13793,PRT,40,34,99.6,14,0,Travel Agent/Operator,BookingsNoShowed,0
13794,ESP,53,46,494.1,228,0,Direct,BookingsNoShowed,0
13795,NOR,32,43,86.1,19.5,0,Travel Agent/Operator,BookingsNoShowed,0
13796,FRA,31,62,346.2,156,0,Travel Agent/Operator,BookingsNoShowed,0
13797,DEU,51,141,423.9,93.5,0,Travel Agent/Operator,BookingsNoShowed,0
13798,DEU,30,224,486.55,70,0,Travel Agent/Operator,BookingsNoShowed,0
13799,PRT,37,5,172,32.5,0,Travel Agent/Operator,BookingsNoShowed,0
13800,IRL,75,10,456,129,0,Travel Agent/Operator,BookingsNoShowed,0
13801,PRT,46,105,475.2,14,0,Travel Agent/Operator,BookingsNoShowed,0
13802,BEL,30,32,1271.22,524,0,Travel Agent/Operator,BookingsNoShowed,0
13803,DEU,45,188,424.04,49.5,0,Travel Agent/Operator,BookingsNoShowed,0
13804,DEU,17,186,436.04,28,0,Travel Agent/Operator,BookingsNoShowed,0
13806,AUT,28,23,194,46,0,Travel Agent/Operator,BookingsNoShowed,0
13807,PRT,46,68,375.35,329.85,0,Travel Agent/Operator,BookingsNoShowed,0
13808,ITA,40,64,310.5,84,0,Travel Agent/Operator,BookingsNoShowed,0
13809,CZE,50,51,87.3,77.5,0,Travel Agent/Operator,BookingsNoShowed,0
13810,BEL,67,46,270,42,0,Travel Agent/Operator,BookingsNoShowed,0
13811,DEU,58,10,102.73,23,0,Travel Agent/Operator,BookingsNoShowed,0
13812,DEU,61,59,112.5,30,0,Travel Agent/Operator,BookingsNoShowed,0
13813,CHE,27,73,300.6,42,0,Travel Agent/Operator,BookingsNoShowed,0
13814,USA,41,9,355.44,28,0,Travel Agent/Operator,BookingsNoShowed,0
13815,GBR,30,64,172.2,46,0,Travel Agent/Operator,BookingsNoShowed,0
13816,POL,42,72,300.6,42,0,Travel Agent/Operator,BookingsNoShowed,0
13817,CZE,68,51,87.3,56,0,Travel Agent/Operator,BookingsNoShowed,0
13818,GBR,65,63,367.8,146.3,0,Travel Agent/Operator,BookingsNoShowed,0
13819,PRT,46,35,403.2,132,0,Travel Agent/Operator,BookingsNoShowed,0
13820,DEU,58,39,125.1,2,0,Travel Agent/Operator,BookingsNoShowed,0
13821,USA,50,12,129,2,0,Travel Agent/Operator,BookingsNoShowed,0
13822,JPN,49,150,216.75,31.5,0,Travel Agent/Operator,BookingsNoShowed,0
13823,SWE,42,57,241.8,14,0,Direct,BookingsNoShowed,0
13824,GBR,68,170,238.32,157.5,0,Travel Agent/Operator,BookingsNoShowed,0
13825,CHE,52,17,106.58,14,0,Travel Agent/Operator,BookingsNoShowed,0
13826,DEU,48,65,125.1,2,0,Travel Agent/Operator,BookingsNoShowed,0
13827,BRA,37,0,149,2,0,Travel Agent/Operator,BookingsNoShowed,0
13828,USA,65,1,728,94.5,0,Corporate,BookingsNoShowed,0
13829,USA,50,32,1355.1,301,0,Direct,BookingsNoShowed,0
13830,ITA,40,11,508,107,0,Travel Agent/Operator,BookingsNoShowed,0
13831,POL,27,192,380.4,62,0,Travel Agent/Operator,BookingsNoShowed,0
13832,ESP,36,11,261.03,26.5,0,Travel Agent/Operator,BookingsNoShowed,0
13833,USA,58,40,274.8,87.5,0,Direct,BookingsNoShowed,0
13834,PRT,46,59,447.9,64.5,0,Travel Agent/Operator,BookingsNoShowed,0
13835,ESP,53,103,294.12,194.4,0,Travel Agent/Operator,BookingsNoShowed,0
13836,ESP,42,103,206.21,95.55,0,Travel Agent/Operator,BookingsNoShowed,0
13837,DEU,64,16,123,16,0,Travel Agent/Operator,BookingsNoShowed,0
