id,title,rating,year,duration,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
1125,Johnny English Reborn,PG,2011.0,101.0,Daniel Kaluuya,Tim McInnerny,Togo Igawa,219.0,141.0,104.0
1126,Foodfight!,PG,2012.0,91.0,Jerry Stiller,Larry Miller,Harvey Fierstein,719.0,611.0,500.0
1127,Argo,R,2012.0,130.0,Clea DuVall,Scoot McNairy,Tate Donovan,1000.0,660.0,650.0
1128,The Fugitive,PG-13,1993.0,130.0,Harrison Ford,Daniel Roebuck,Sela Ward,11000.0,1000.0,812.0
1129,The Bounty Hunter,PG-13,2010.0,110.0,Gerard Butler,Dorian Missick,Peter Greene,18000.0,1000.0,789.0
1130,Sleepers,R,1996.0,147.0,Robert De Niro,Brad Pitt,Minnie Driver,22000.0,11000.0,893.0
1131,Rambo: First Blood Part II,R,1985.0,96.0,Sylvester Stallone,Julia Nickson,Martin Kove,13000.0,738.0,668.0
1132,The Juror,R,1996.0,118.0,Joseph Gordon-Levitt,Demi Moore,Anne Heche,23000.0,2000.0,695.0
1133,Pinocchio,Approved,1940.0,88.0,Mel Blanc,Dickie Jones,Cliff Edwards,1000.0,48.0,40.0
1134,Heaven's Gate,R,1980.0,325.0,Jeff Bridges,Sam Waterston,Isabelle Huppert,12000.0,849.0,678.0
1135,Underworld: Evolution,R,2006.0,102.0,Sophia Myles,Tony Curran,Derek Jacobi,956.0,845.0,520.0
1136,Victor Frankenstein,PG-13,2015.0,110.0,Daniel Radcliffe,Spencer Wilding,Daniel Mays,11000.0,1000.0,287.0
1137,Finding Forrester,PG-13,2000.0,136.0,F. Murray Abraham,Rob Brown,Michael Nouri,670.0,370.0,225.0
1138,28 Days,PG-13,2000.0,103.0,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,12000.0,10000.0,664.0
1139,Unleashed,R,2005.0,103.0,Morgan Freeman,Jet Li,Bob Hoskins,11000.0,5000.0,5000.0
1140,The Sweetest Thing,R,2002.0,90.0,Judith Chapman,Lillian Adams,Chelsea Bond,44.0,28.0,16.0
1141,The Firm,R,1993.0,154.0,Tom Cruise,Holly Hunter,Wilford Brimley,10000.0,1000.0,957.0
1142,Charlie St. Cloud,PG-13,2010.0,99.0,Augustus Prew,Charlie Tahan,Valerie Tian,405.0,268.0,135.0
1143,The Mechanic,R,2011.0,93.0,Jason Statham,Tony Goldwyn,Mini Anden,26000.0,956.0,350.0
1144,21 Jump Street,R,2012.0,109.0,Channing Tatum,Dax Flame,Rob Riggle,17000.0,971.0,839.0
1145,Notting Hill,PG-13,1999.0,124.0,Julia Roberts,Clarke Peters,Dylan Moran,8000.0,437.0,427.0
1146,Chicken Run,G,2000.0,84.0,Imelda Staunton,Miranda Richardson,Julia Sawalha,579.0,530.0,206.0
1147,Along Came Polly,PG-13,2004.0,90.0,Philip Seymour Hoffman,Masi Oka,Debra Messing,22000.0,923.0,650.0
1148,Boomerang,R,1992.0,117.0,John Witherspoon,Eartha Kitt,Geoffrey Holder,723.0,558.0,547.0
1149,The Heat,R,2013.0,123.0,Michael Rapaport,William Xifaras,Demián Bichir,975.0,815.0,749.0
1150,Cleopatra,Approved,1963.0,251.0,Martin Landau,Richard Burton,Roddy McDowall,940.0,726.0,595.0
1151,Here Comes the Boom,PG,2012.0,105.0,Salma Hayek,Reggie Lee,Charice,4000.0,828.0,491.0
1152,High Crimes,PG-13,2002.0,115.0,Morgan Freeman,Adam Scott,Bruce Davison,11000.0,3000.0,505.0
1153,The Mirror Has Two Faces,PG-13,1996.0,122.0,Jeff Bridges,Austin Pendleton,Mimi Rogers,12000.0,597.0,292.0
1154,The Mothman Prophecies,PG-13,2002.0,119.0,Debra Messing,Will Patton,David Eigenberg,650.0,537.0,395.0
1155,Brüno,R,2009.0,81.0,Bono,Elton John,Slash,468.0,442.0,412.0
1156,Licence to Kill,PG-13,1989.0,133.0,Robert Davi,Talisa Soto,Anthony Zerbe,683.0,349.0,275.0
1157,Red Riding Hood,PG-13,2011.0,100.0,Gary Oldman,Billy Burke,Virginia Madsen,10000.0,2000.0,913.0
1158,15 Minutes,R,2001.0,120.0,Robert De Niro,Charlize Theron,Kelsey Grammer,22000.0,9000.0,808.0
1159,Super Mario Bros.,PG,1993.0,104.0,Bob Hoskins,Fisher Stevens,Fiona Shaw,5000.0,922.0,687.0
1160,Lord of War,R,2005.0,122.0,Nicolas Cage,Jeremy Crutchley,Jared Burke,12000.0,43.0,16.0
1161,Hero,PG-13,2002.0,80.0,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,5000.0,643.0,576.0
1162,One for the Money,PG-13,2012.0,91.0,Fisher Stevens,Debbie Reynolds,Patrick Fischler,922.0,786.0,497.0
1163,The Interview,R,2014.0,112.0,James Franco,Randall Park,Anders Holm,11000.0,392.0,365.0
1164,The Warrior's Way,R,2010.0,100.0,Tony Cox,Dong-gun Jang,Jed Brophy,624.0,489.0,433.0
1165,McHale's Navy,TV-G,,30.0,Tim Conway,Gavin MacLeod,Bob Hastings,870.0,284.0,253.0
1166,Micmacs,R,2009.0,105.0,Omar Sy,Dany Boon,André Dussollier,1000.0,172.0,52.0
1167,8 Mile,R,2002.0,110.0,Mekhi Phifer,Omar Benson Miller,Evan Jones,1000.0,418.0,196.0
1168,Animal Kingdom: Let's go Ape,,2015.0,101.0,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,326.0,152.0,6.0
1169,A Knight's Tale,PG-13,2001.0,144.0,Heath Ledger,Rufus Sewell,Bérénice Bejo,13000.0,3000.0,996.0
1170,The Medallion,PG-13,2003.0,108.0,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,687.0,312.0,96.0
1171,The Sixth Sense,PG-13,1999.0,107.0,Bruce Willis,Haley Joel Osment,Olivia Williams,13000.0,3000.0,766.0
1172,Man on a Ledge,PG-13,2012.0,102.0,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,107.0,81.0,54.0
1173,The Big Year,PG,2011.0,100.0,Joel McHale,Kevin Pollak,JoBeth Williams,734.0,574.0,296.0
1174,The Karate Kid,PG,1984.0,126.0,Martin Kove,William Zabka,William Bassett,668.0,641.0,225.0
1175,American Hustle,R,2013.0,138.0,Jennifer Lawrence,Christian Bale,Bradley Cooper,34000.0,23000.0,14000.0
1176,The Proposal,PG-13,2009.0,108.0,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,16000.0,896.0,723.0
1177,Double Jeopardy,R,1999.0,105.0,Bruce Greenwood,Annabeth Gish,Bruce Campbell,991.0,489.0,298.0
1178,Back to the Future Part II,PG,1989.0,108.0,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,1000.0,869.0,690.0
1179,Lucy,R,2014.0,89.0,Scarlett Johansson,Morgan Freeman,Amr Waked,19000.0,11000.0,903.0
1180,Fifty Shades of Grey,R,2015.0,129.0,Jennifer Ehle,Luke Grimes,Callum Rennie,1000.0,935.0,716.0
1181,Spy Kids 3-D: Game Over,PG,2003.0,84.0,Sylvester Stallone,Salma Hayek,Alexa PenaVega,13000.0,4000.0,2000.0
1182,A Time to Kill,R,1996.0,149.0,Kevin Spacey,Matthew McConaughey,Oliver Platt,18000.0,11000.0,1000.0
1183,Cheaper by the Dozen,PG,2003.0,94.0,Tom Welling,Alyson Stoner,Bonnie Hunt,3000.0,2000.0,597.0
1184,Lone Survivor,R,2013.0,121.0,Jerry Ferrara,Scott Elrod,Dan Bilzerian,480.0,449.0,127.0
1185,A League of Their Own,PG,1992.0,128.0,Tom Hanks,Lori Petty,Rosie O'Donnell,15000.0,923.0,251.0
1186,The Conjuring 2,R,2016.0,134.0,Javier Botet,Frances O'Connor,Robin Atkin Downes,1000.0,575.0,336.0
1187,The Social Network,PG-13,2010.0,120.0,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,10000.0,349.0,81.0
1188,He's Just Not That Into You,PG-13,2009.0,129.0,Carmen Perez,Sabrina Revelle,Sachiko Ishida,97.0,50.0,49.0
1189,Scary Movie 4,PG-13,2006.0,89.0,Beau Mirchoff,Carmen Electra,Regina Hall,2000.0,869.0,807.0
1190,Scream 3,R,2000.0,116.0,Kelly Rutherford,Roger Jackson,Nancy O'Dell,287.0,157.0,71.0
1191,Back to the Future Part III,PG,1990.0,118.0,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,1000.0,869.0,690.0
1192,Get Hard,R,2015.0,107.0,Will Ferrell,Alison Brie,Craig T. Nelson,8000.0,2000.0,723.0
1193,Bram Stoker's Dracula,R,1992.0,155.0,Keanu Reeves,Anthony Hopkins,Gary Oldman,18000.0,12000.0,10000.0
1194,Julie & Julia,PG-13,2009.0,123.0,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,11000.0,935.0,923.0
1195,42,PG-13,2013.0,128.0,Harrison Ford,Christopher Meloni,Nicole Beharie,11000.0,3000.0,898.0
1196,The Talented Mr. Ripley,R,1999.0,139.0,Philip Seymour Hoffman,Matt Damon,Jack Davenport,22000.0,13000.0,1000.0
1197,Dumb and Dumber To,PG-13,2014.0,109.0,Bill Murray,Kathleen Turner,Rob Riggle,13000.0,899.0,839.0
1198,Eight Below,PG,2006.0,120.0,Paul Walker,Bruce Greenwood,Wendy Crewson,23000.0,991.0,249.0
1199,The Intern,PG-13,2015.0,121.0,Robert De Niro,Anne Hathaway,Rene Russo,22000.0,11000.0,808.0
1200,Ride Along 2,PG-13,2016.0,102.0,Olivia Munn,Nadine Velazquez,Bruce McGill,2000.0,874.0,655.0
1201,The Last of the Mohicans,R,1992.0,117.0,Wes Studi,Terry Kinney,Eric Schweig,855.0,363.0,322.0
1202,Ray,PG-13,2004.0,178.0,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,904.0,876.0,748.0
1203,Sin City,R,2005.0,147.0,Rosario Dawson,Powers Boothe,Jason Douglas,3000.0,472.0,175.0
1204,Vantage Point,PG-13,2008.0,90.0,Dennis Quaid,Edgar Ramírez,William Hurt,2000.0,897.0,882.0
1205,"I Love You, Man",R,2009.0,105.0,J.K. Simmons,Jon Favreau,Jane Curtin,24000.0,4000.0,257.0
1206,Shallow Hal,PG-13,2001.0,114.0,Jason Alexander,Bruce McGill,Susan Ward,700.0,655.0,398.0
1207,JFK,R,1991.0,206.0,Sally Kirkland,Jay O. Sanders,Cheryl Penland,433.0,256.0,4.0
1208,Big Momma's House 2,PG-13,2006.0,99.0,Chloë Grace Moretz,Nia Long,Marisol Nichols,17000.0,826.0,633.0
1209,The Mexican,R,2001.0,123.0,J.K. Simmons,Brad Pitt,Julia Roberts,24000.0,11000.0,8000.0
1210,17 Again,PG-13,2009.0,102.0,Matthew Perry,Hunter Parrish,Thomas Lennon,2000.0,2000.0,651.0
1211,The Other Woman,PG-13,2014.0,109.0,Don Johnson,Kate Upton,David Thornton,982.0,971.0,119.0
1212,The Final Destination,R,2009.0,82.0,Krista Allen,Andrew Fiscella,Shantel VanSanten,164000.0,137000.0,748.0
1213,Bridge of Spies,PG-13,2015.0,142.0,Tom Hanks,Mark Rylance,Amy Ryan,15000.0,535.0,423.0
1214,Behind Enemy Lines,PG-13,2001.0,106.0,Joaquim de Almeida,David Keith,Sam Jaeger,578.0,563.0,389.0
1215,Get Him to the Greek,R,2010.0,114.0,Pink,Mario Lopez,Lino Facioli,836.0,719.0,177.0
1216,Shall We Dance,PG-13,2004.0,106.0,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,1000.0,593.0,418.0
1217,Small Soldiers,PG-13,1998.0,108.0,Kirsten Dunst,Denis Leary,Robert Picardo,4000.0,835.0,823.0
1218,Spawn,R,1997.0,98.0,Michael Jai White,Frank Welker,Miko Hughes,2000.0,2000.0,969.0
1219,The Count of Monte Cristo,PG-13,2002.0,131.0,Henry Cavill,James Frain,Michael Wincott,15000.0,1000.0,721.0
1220,The Lincoln Lawyer,R,2011.0,118.0,Matthew McConaughey,Margarita Levieva,Frances Fisher,11000.0,980.0,638.0
1221,Unknown,PG-13,2011.0,113.0,Liam Neeson,Frank Langella,Aidan Quinn,14000.0,903.0,767.0
1222,The Prestige,PG-13,2006.0,130.0,Christian Bale,Hugh Jackman,Scarlett Johansson,23000.0,20000.0,19000.0
1223,Horrible Bosses 2,R,2014.0,116.0,Kevin Spacey,Christoph Waltz,Lindsay Sloane,18000.0,11000.0,465.0
1224,Escape from Planet Earth,PG,2013.0,89.0,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,3000.0,190.0,91.0
1225,Apocalypto,R,2006.0,139.0,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,708.0,78.0,19.0
1226,The Living Daylights,PG,1987.0,130.0,Joe Don Baker,Desmond Llewelyn,Art Malik,387.0,244.0,162.0
1227,Predators,R,2010.0,107.0,Topher Grace,Alice Braga,Derek Mears,2000.0,1000.0,520.0
1228,Legal Eagles,PG,1986.0,116.0,Brian Dennehy,Debra Winger,Roscoe Lee Browne,954.0,568.0,204.0
1229,Secret Window,PG-13,2004.0,96.0,Johnny Depp,Charles S. Dutton,Timothy Hutton,40000.0,534.0,501.0
1230,The Lake House,PG,2006.0,99.0,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,18000.0,426.0,211.0
1231,The Skeleton Key,PG-13,2005.0,104.0,Gena Rowlands,Deneen Tyler,Joy Bryant,545.0,351.0,280.0
1232,The Odd Life of Timothy Green,PG,2012.0,105.0,Jennifer Garner,Odeya Rush,Common,3000.0,2000.0,989.0
1233,Made of Honor,PG-13,2008.0,101.0,Busy Philipps,Beau Garrett,Kevin Sussman,1000.0,689.0,681.0
1234,Jersey Boys,R,2014.0,134.0,Johnny Cannizzaro,Steve Schirripa,Scott Vance,880.0,413.0,235.0
1235,The Rainmaker,PG-13,1997.0,135.0,Matt Damon,Dean Stockwell,Virginia Madsen,13000.0,936.0,913.0
1236,Gothika,R,2003.0,98.0,Robert Downey Jr.,Charles S. Dutton,Bernard Hill,21000.0,534.0,416.0
1237,Amistad,R,1997.0,155.0,Anthony Hopkins,Morgan Freeman,Matthew McConaughey,12000.0,11000.0,11000.0
1238,Medicine Man,PG-13,1992.0,106.0,Lorraine Bracco,José Wilker,Sean Connery,472.0,47.0,0.0
1239,Aliens vs. Predator: Requiem,R,2007.0,102.0,Sam Trammell,Johnny Lewis,Ian Whyte,1000.0,741.0,473.0
1240,Ri¢hie Ri¢h,PG,1994.0,95.0,Macaulay Culkin,John Larroquette,Jonathan Hyde,3000.0,450.0,287.0
1241,Autumn in New York,PG-13,2000.0,103.0,J.K. Simmons,Sam Trammell,Elaine Stritch,24000.0,1000.0,586.0
1242,Music and Lyrics,PG-13,2007.0,95.0,Brad Garrett,Scott Porter,Haley Bennett,799.0,690.0,664.0
1243,Paul,R,2011.0,109.0,Bobby Lee,Nelson Ascencio,Jeremy Owen,176.0,61.0,57.0
1244,The Guilt Trip,PG-13,2012.0,95.0,Miriam Margolyes,Tom Virtue,Julene Renee,405.0,358.0,78.0
1245,Scream 4,R,2011.0,111.0,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech,2000.0,741.0,687.0
1246,8MM,R,1999.0,123.0,Nicolas Cage,Chris Bauer,Anthony Heald,12000.0,638.0,173.0
1247,The Doors,R,1991.0,140.0,Michael Wincott,Kevin Dillon,Kathleen Quinlan,721.0,576.0,552.0
1248,Sex Tape,R,2014.0,94.0,James Wilcox,Randall Park,Nat Faxon,683.0,392.0,214.0
1249,Hanging Up,PG-13,2000.0,94.0,Adam Arkin,Celia Weston,Jesse James,374.0,258.0,235.0
1250,Final Destination 5,R,2011.0,92.0,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance,703.0,682.0,495.0
1251,Mickey Blue Eyes,PG-13,1999.0,102.0,Jeanne Tripplehorn,Burt Young,Vincent Pastore,711.0,683.0,584.0
1252,Pay It Forward,PG-13,2000.0,123.0,Kevin Spacey,Haley Joel Osment,Angie Dickinson,18000.0,3000.0,754.0
1253,Fever Pitch,PG-13,2005.0,104.0,Jimmy Fallon,KaDee Strickland,Ione Skye,787.0,299.0,223.0
1254,Arthur,TV-Y,,30.0,Bruce Dinsmore,Melissa Altro,Daniel Brochu,51.0,21.0,12.0
1255,Drillbit Taylor,PG-13,2008.0,102.0,Lisa Ann Walter,Shaun Weiss,Matt Walsh,1000.0,613.0,490.0
1256,A Million Ways to Die in the West,R,2014.0,136.0,Liam Neeson,Charlize Theron,Seth MacFarlane,14000.0,9000.0,3000.0
1257,The Shadow,PG-13,1994.0,93.0,Jonathan Winters,Peter Boyle,John Kapelos,924.0,595.0,510.0
1258,Extremely Loud & Incredibly Close,PG-13,2011.0,129.0,Tom Hanks,Thomas Horn,Stephen Henderson,15000.0,467.0,64.0
1259,Morning Glory,PG-13,2010.0,107.0,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga,293.0,117.0,58.0
1260,Get Rich or Die Tryin',R,2005.0,117.0,50 Cent,Bill Duke,Marc John Jefferies,1000.0,1000.0,441.0
1261,The Art of War,R,2000.0,116.0,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer,2000.0,1000.0,249.0
1262,Rent,PG-13,2005.0,135.0,Rosario Dawson,David Fine,Jesse L. Martin,3000.0,1000.0,715.0
1263,Bless the Child,R,2000.0,107.0,Rufus Sewell,Jimmy Smits,Angela Bettis,3000.0,941.0,294.0
1264,The Out-of-Towners,PG-13,1999.0,90.0,Oliver Hudson,Valerie Perri,Carlease Burke,607.0,322.0,210.0
1265,The Island of Dr. Moreau,PG-13,1996.0,99.0,Marlon Brando,Temuera Morrison,Marco Hofschneider,10000.0,368.0,44.0
1266,The Musketeer,PG-13,2001.0,104.0,Catherine Deneuve,Justin Chambers,Stephen Rea,964.0,931.0,327.0
1267,The Other Boleyn Girl,PG-13,2008.0,115.0,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch,20000.0,19000.0,19000.0
1268,Sweet November,PG-13,2001.0,119.0,Keanu Reeves,Charlize Theron,Frank Langella,18000.0,9000.0,903.0
1269,The Reaping,R,2007.0,99.0,Stephen Rea,Andrea Frankle,William Ragsdale,327.0,253.0,135.0
1270,Mean Streets,R,1973.0,112.0,Robert De Niro,David Carradine,David Proval,22000.0,926.0,354.0
1271,Renaissance Man,PG-13,1994.0,128.0,Ed Begley Jr.,Cliff Robertson,Lillo Brancato,783.0,754.0,353.0
1272,Colombiana,PG-13,2011.0,112.0,Jordi Mollà,Callum Blue,Jesse Borrego,877.0,738.0,674.0
1273,The Magic Sword: Quest for Camelot,G,1998.0,86.0,Gary Oldman,Jaleel White,Eric Idle,10000.0,908.0,795.0
1274,City by the Sea,R,2002.0,108.0,Robert De Niro,James Franco,John Doman,22000.0,11000.0,616.0
1275,At First Sight,PG-13,1999.0,128.0,Mira Sorvino,Nathan Lane,Steven Weber,978.0,886.0,685.0
1276,Torque,PG-13,2004.0,84.0,Dane Cook,Jay Hernandez,Christina Milian,1000.0,1000.0,1000.0
1277,City Hall,R,1996.0,111.0,Al Pacino,Martin Landau,Bridget Fonda,14000.0,940.0,889.0
1278,Showgirls,NC-17,1995.0,131.0,Bobbie Phillips,Elizabeth Berkley,Robert Davi,16000.0,893.0,683.0
1279,Marie Antoinette,PG-13,2006.0,123.0,Kirsten Dunst,Shirley Henderson,Rip Torn,4000.0,887.0,826.0
1280,Kiss of Death,R,1995.0,101.0,Nicolas Cage,Michael Rapaport,Philip Baker Hall,12000.0,975.0,497.0
1281,Get Carter,R,2000.0,102.0,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith,13000.0,530.0,351.0
1282,The Impossible,PG-13,2012.0,114.0,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast,6000.0,382.0,284.0
1283,Ishtar,PG-13,1987.0,107.0,Carol Kane,Warren Beatty,Isabelle Adjani,636.0,631.0,572.0
1284,Fantastic Mr. Fox,PG,2009.0,87.0,Bill Murray,Meryl Streep,Helen McCrory,13000.0,11000.0,563.0
1285,Life or Something Like It,PG-13,2002.0,103.0,Angelina Jolie Pitt,Stockard Channing,James Gammon,11000.0,944.0,311.0
1286,Memoirs of an Invisible Man,PG-13,1992.0,99.0,Richard Epcar,Michael McKean,Patricia Heaton,782.0,658.0,402.0
1287,Amélie,R,2001.0,122.0,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty,326.0,326.0,54.0
1288,New York Minute,PG,2004.0,91.0,Mary-Kate Olsen,Bob Saget,Riley Smith,976.0,799.0,762.0
1289,Alfie,R,2004.0,103.0,Omar Epps,Nia Long,Jane Krakowski,865.0,826.0,624.0
1290,Big Miracle,PG,2012.0,107.0,Ted Danson,Tim Blake Nelson,Andrew Daly,875.0,596.0,171.0
1291,The Deep End of the Ocean,PG-13,1999.0,106.0,Alexa PenaVega,Treat Williams,Jonathan Jackson,2000.0,642.0,613.0
1292,Feardotcom,R,2002.0,101.0,Natascha McElhone,Jeffrey Combs,Udo Kier,2000.0,886.0,595.0
1293,Cirque du Freak: The Vampire's Assistant,PG-13,2009.0,109.0,Josh Hutcherson,Salma Hayek,Patrick Fugit,14000.0,4000.0,835.0
1294,Duplex,PG-13,2003.0,89.0,Justin Theroux,Amber Valletta,Harvey Fierstein,1000.0,627.0,500.0
1295,Soul Men,R,2008.0,100.0,Bernie Mac,Sean Hayes,Mike Epps,1000.0,760.0,706.0
1296,Raise the Titanic,PG,1980.0,119.0,M. Emmet Walsh,Jason Robards,Anne Archer,521.0,372.0,249.0
1297,Universal Soldier: The Return,R,1999.0,83.0,Michael Jai White,Daniel von Bargen,Xander Berkeley,2000.0,577.0,485.0
1298,Pandorum,R,2009.0,108.0,Norman Reedus,Dennis Quaid,Eddie Rouse,12000.0,2000.0,61.0
1299,Impostor,R,2001.0,102.0,Gary Dourdan,Mekhi Phifer,Tim Guinee,1000.0,1000.0,259.0
1300,Extreme Ops,PG-13,2002.0,93.0,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves,3000.0,545.0,443.0
1301,Just Visiting,PG-13,2001.0,84.0,Bridgette Wilson-Sampras,Matt Ross,John Aylward,545.0,248.0,219.0
1302,Sunshine,R,2007.0,107.0,Chris Evans,Benedict Wong,Troy Garity,11000.0,372.0,167.0
1303,A Thousand Words,PG-13,2012.0,91.0,John Gatins,Lou Saliba,Greg Collins,61.0,46.0,39.0
1304,Delgo,PG,2008.0,94.0,Eric Idle,Anne Bancroft,Kelly Ripa,795.0,754.0,379.0
1305,The Gunman,R,2015.0,115.0,Ray Winstone,Mark Rylance,Jasmine Trinca,1000.0,535.0,87.0
1306,Alex Rider: Operation Stormbreaker,PG,2006.0,93.0,Alex Pettyfer,Sophie Okonedo,Ashley Walters,15000.0,460.0,173.0
1307,Disturbia,PG-13,2007.0,105.0,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo,884.0,617.0,502.0
1308,Hackers,PG-13,1995.0,107.0,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco,11000.0,922.0,472.0
1309,The Hunting Party,R,2007.0,101.0,James Brolin,Zan Marolt,Ljubomir Kerekes,499.0,3.0,2.0
1310,The Hudsucker Proxy,PG,1994.0,111.0,Jennifer Jason Leigh,Bill Cobbs,John Mahoney,1000.0,970.0,385.0
1311,The Warlords,R,2007.0,113.0,Jet Li,Takeshi Kaneshiro,Andy Lau,5000.0,755.0,483.0
1312,Nomad: The Warrior,R,2005.0,112.0,Jay Hernandez,Kuno Becker,Jason Scott Lee,1000.0,580.0,533.0
1313,Snowpiercer,R,2013.0,126.0,Chris Evans,Ewen Bremner,Kang-ho Song,11000.0,557.0,398.0
1314,A Monster in Paris,PG,2011.0,90.0,Adam Goldberg,Bob Balaban,François Cluzet,1000.0,559.0,541.0
1315,The Last Shot,R,2004.0,93.0,Matthew Broderick,Glenn Morshower,Tim Blake Nelson,2000.0,894.0,596.0
1316,The Crow,R,1994.0,98.0,Michael Wincott,Bai Ling,David Patrick Kelly,721.0,582.0,380.0
1317,Baahubali: The Beginning,,2015.0,159.0,Tamannaah Bhatia,Anushka Shetty,Prabhas,218.0,133.0,72.0
1318,The Time Traveler's Wife,PG-13,2009.0,107.0,Arliss Howard,Brooklynn Proulx,Michelle Nolden,152.0,142.0,100.0
1319,Because I Said So,PG-13,2007.0,102.0,Colin Ferguson,Stephen Collins,Tom Everett Scott,747.0,452.0,433.0
1320,Frankenweenie,PG,2012.0,87.0,Martin Landau,Catherine O'Hara,Atticus Shaffer,940.0,925.0,787.0
1321,Serenity,PG-13,2005.0,119.0,Adam Baldwin,Sean Maher,Michael Hitchcock,2000.0,505.0,279.0
1322,Against the Ropes,PG-13,2004.0,110.0,Omar Epps,Charles S. Dutton,Tim Daly,865.0,534.0,511.0
1323,Superman III,PG,1983.0,125.0,Margot Kidder,Robert Vaughn,Jackie Cooper,593.0,542.0,420.0
1324,Grudge Match,PG-13,2013.0,113.0,Robert De Niro,Sylvester Stallone,Oscar Gale,22000.0,13000.0,785.0
1325,Red Cliff,R,2008.0,150.0,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao,755.0,643.0,478.0
1326,Sweet Home Alabama,PG-13,2002.0,108.0,Ethan Embry,Mary Lynn Rajskub,Courtney Gains,982.0,935.0,559.0
1327,The Ugly Truth,R,2009.0,96.0,Gerard Butler,John Michael Higgins,Eric Winter,18000.0,957.0,954.0
1328,Sgt. Bilko,PG,1996.0,93.0,Austin Pendleton,Phil Hartman,Max Casella,597.0,516.0,275.0
1329,Spy Kids 2: Island of Lost Dreams,PG,2002.0,100.0,Steve Buscemi,Alexa PenaVega,Emily Osment,12000.0,2000.0,1000.0
1330,Star Trek: Generations,PG,1994.0,118.0,LeVar Burton,Alan Ruck,Jonathan Frakes,1000.0,946.0,906.0
1331,The Grandmaster,PG-13,2013.0,122.0,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui,643.0,290.0,7.0
1332,Water for Elephants,PG-13,2011.0,120.0,Robert Pattinson,Christoph Waltz,James Frain,21000.0,11000.0,1000.0
1333,3rd Rock from the Sun,TV-PG,,60.0,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston,23000.0,967.0,501.0
1334,Dragon Nest: Warriors' Dawn,,2014.0,88.0,Blythe Auffarth,Bianca Collins,Jiao Xu,76.0,47.0,46.0
1335,The Hurricane,R,1999.0,146.0,Denzel Washington,Vincent Pastore,Deborah Kara Unger,18000.0,584.0,495.0
1336,Enough,PG-13,2002.0,115.0,Bill Cobbs,Jeff Kober,Billy Campbell,970.0,919.0,789.0
1337,Heartbreakers,PG-13,2001.0,123.0,Sarah Silverman,Anne Bancroft,Jeffrey Jones,931.0,754.0,692.0
1338,Paul Blart: Mall Cop 2,PG,2015.0,94.0,D.B. Woodside,Daniella Alonso,Eduardo Verástegui,598.0,557.0,377.0
1339,Angel Eyes,R,2001.0,102.0,Sonia Braga,Shirley Knight,Kari Matchett,308.0,285.0,280.0
1340,Joe Somebody,PG,2001.0,98.0,Jim Belushi,Ken Marino,Kelly Lynch,854.0,543.0,466.0
1341,The Ninth Gate,R,1999.0,133.0,Johnny Depp,Frank Langella,Lena Olin,40000.0,903.0,541.0
1342,Extreme Measures,R,1996.0,118.0,J.K. Simmons,Paul Guilfoyle,Bill Nunn,24000.0,210.0,182.0
1343,Rock Star,R,2001.0,105.0,Beth Grant,Dagmara Dominczyk,Matthew Glave,628.0,316.0,108.0
1344,Precious,R,2009.0,109.0,Mo'Nique,Gabourey Sidibe,Mariah Carey,940.0,906.0,736.0
1345,White Squall,PG-13,1996.0,129.0,Jeff Bridges,Jason Marsden,Ethan Embry,12000.0,1000.0,982.0
1346,The Thing,R,1982.0,109.0,Wilford Brimley,Richard Masur,David Clennon,957.0,163.0,145.0
1347,Riddick,R,2013.0,127.0,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine,14000.0,924.0,904.0
